"","AnimalID","TestSite","Mouse.Strain","Genotype","Sex","Age.Months","Task","Day"
"350","gw78x163","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase III",1
"351","gw78x164","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase III",1
"352","gw78x165","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase III",1
"353","gw78x166","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase III",1
"354","gw79x167","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase III",1
"355","gw79x168","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase III",1
"356","gw79x169","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase III",1
"357","gw79x170","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase III",1
"358","gw100f200","Site2","5xFAD","B6SJLF1/J","Female","4","Phase III",1
"359","gw100f201","Site2","5xFAD","B6SJLF1/J","Female","4","Phase III",1
"360","gw100f202","Site2","5xFAD","B6SJLF1/J","Female","4","Phase III",1
"361","gw101f204","Site2","5xFAD","B6SJLF1/J","Female","4","Phase III",1
"362","gw101f205","Site2","5xFAD","B6SJLF1/J","Female","4","Phase III",1
"363","gw101f206","Site2","5xFAD","B6SJLF1/J","Female","4","Phase III",1
"364","gw101f207","Site2","5xFAD","B6SJLF1/J","Female","4","Phase III",1
"365","gw102f208","Site2","5xFAD","B6SJLF1/J","Female","4","Phase III",1
"366","gw102f209","Site2","5xFAD","B6SJLF1/J","Female","4","Phase III",1
"367","gw102f210","Site2","5xFAD","B6SJLF1/J","Female","4","Phase III",1
"368","gw102f211","Site2","5xFAD","B6SJLF1/J","Female","4","Phase III",1
"369","gw103f212","Site2","5xFAD","B6SJLF1/J","Female","4","Phase III",1
"370","gw103f213","Site2","5xFAD","B6SJLF1/J","Female","4","Phase III",1
"371","gw103f214","Site2","5xFAD","B6SJLF1/J","Female","4","Phase III",1
"372","gw103f215","Site2","5xFAD","B6SJLF1/J","Female","4","Phase III",1
"373","gw152a332","Site2","APP-PS1","C57BL6","Female","4","Phase III",1
"374","gw152a334","Site2","APP-PS1","C57BL6","Female","4","Phase III",1
"375","gw152a335","Site2","APP-PS1","C57BL6","Female","4","Phase III",1
"376","gw153a336","Site2","APP-PS1","C57BL6","Female","4","Phase III",1
"377","gw153a337","Site2","APP-PS1","C57BL6","Female","4","Phase III",1
"378","gw154a338","Site2","APP-PS1","C57BL6","Female","4","Phase III",7
"379","gw154a339","Site2","APP-PS1","C57BL6","Female","4","Phase III",6
"380","gw155a343","Site2","APP-PS1","C57BL6","Female","4","Phase III",1
"381","gw155a344","Site2","APP-PS1","C57BL6","Female","4","Phase III",1
"382","gw155a345","Site2","APP-PS1","C57BL6","Female","4","Phase III",1
"383","gw156a346","Site2","APP-PS1","C57BL6","Female","4","Phase III",2
"384","gw156a347","Site2","APP-PS1","C57BL6","Female","4","Phase III",1
"385","lt80x142","Site1","3xTG-AD","3xTG-AD","Male","4","Phase III",1
"386","lt81x143","Site1","3xTG-AD","3xTG-AD","Male","4","Phase III",11
"387","lt82x144","Site1","3xTG-AD","3xTG-AD","Male","4","Phase III",7
"388","lt83x145","Site1","3xTG-AD","3xTG-AD","Male","4","Phase III",1
"389","lt84x146","Site1","3xTG-AD","3xTG-AD","Male","4","Phase III",1
"390","lt85x147","Site1","3xTG-AD","3xTG-AD","Male","4","Phase III",3
"391","lt86x148","Site1","3xTG-AD","3xTG-AD","Male","4","Phase III",1
"392","lt87x149","Site1","3xTG-AD","3xTG-AD","Male","4","Phase III",6
"393","lt88x150","Site1","3xTG-AD","3xTG-AD","Male","4","Phase III",1
"394","lt89x151","Site1","3xTG-AD","3xTG-AD","Male","4","Phase III",1
"395","lt90x152","Site1","3xTG-AD","3xTG-AD","Male","4","Phase III",1
"396","lt91x153","Site1","3xTG-AD","3xTG-AD","Male","4","Phase III",1
"397","lt92x154","Site1","3xTG-AD","3xTG-AD","Male","4","Phase III",1
"398","lt264f326","Site1","5xFAD","5xFAD","Male","4","Phase III",1
"399","lt265f327","Site1","5xFAD","5xFAD","Male","4","Phase III",1
"400","lt266f328","Site1","5xFAD","5xFAD","Male","4","Phase III",1
"401","lt267f329","Site1","5xFAD","5xFAD","Male","4","Phase III",1
"402","lt268f330","Site1","5xFAD","5xFAD","Male","4","Phase III",1
"403","lt269f331","Site1","5xFAD","5xFAD","Male","4","Phase III",1
"404","lt270f332","Site1","5xFAD","5xFAD","Male","4","Phase III",1
"405","lt271f333","Site1","5xFAD","5xFAD","Male","4","Phase III",1
"406","lt272f334","Site1","5xFAD","5xFAD","Male","4","Phase III",1
"407","lt273f335","Site1","5xFAD","5xFAD","Male","4","Phase III",1
"408","lt274f336","Site1","5xFAD","5xFAD","Male","4","Phase III",1
"409","lt275f337","Site1","5xFAD","5xFAD","Male","4","Phase III",1
"410","lt276f338","Site1","5xFAD","5xFAD","Male","4","Phase III",1
"411","lt277f339","Site1","5xFAD","5xFAD","Male","4","Phase III",1
"412","lt278f340","Site1","5xFAD","5xFAD","Male","4","Phase III",1
"413","lt367a429","Site1","APP-PS1","APPPS1","Male","4","Phase III",1
"414","lt368a430","Site1","APP-PS1","APPPS1","Male","4","Phase III",1
"415","lt369a431","Site1","APP-PS1","APPPS1","Male","4","Phase III",1
"416","lt370a432","Site1","APP-PS1","APPPS1","Male","4","Phase III",1
"417","lt373a435","Site1","APP-PS1","APPPS1","Male","4","Phase III",1
"418","lt374a436","Site1","APP-PS1","APPPS1","Male","4","Phase III",1
"419","lt375a437","Site1","APP-PS1","APPPS1","Male","4","Phase III",1
"420","lt376a438","Site1","APP-PS1","APPPS1","Male","4","Phase III",1
"421","lt377a439","Site1","APP-PS1","APPPS1","Male","4","Phase III",1
"422","lw65x127","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase III",1
"423","lw66x128","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase III",1
"424","lw67x129","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase III",1
"425","lw68x130","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase III",1
"426","lw69x131","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase III",1
"427","lw70x132","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase III",1
"428","lw71x133","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase III",1
"429","lw72x134","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase III",1
"430","lw73x135","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase III",1
"431","lw74x136","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase III",1
"432","lw75x137","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase III",1
"433","lw76x138","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase III",1
"434","lw77x139","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase III",1
"435","lw78x140","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase III",1
"436","lw248f310","Site1","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"437","lw249f311","Site1","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"438","lw250f312","Site1","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"439","lw251f313","Site1","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"440","lw253f315","Site1","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"441","lw254f316","Site1","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"442","lw255f317","Site1","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"443","lw256f318","Site1","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"444","lw257f319","Site1","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"445","lw258f320","Site1","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"446","lw259f321","Site1","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"447","lw260f322","Site1","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"448","lw261f323","Site1","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"449","lw262f324","Site1","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"450","lw263f325","Site1","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"451","lw353a415","Site1","APP-PS1","C57BL6","Male","4","Phase III",1
"452","lw354a416","Site1","APP-PS1","C57BL6","Male","4","Phase III",1
"453","lw355a417","Site1","APP-PS1","C57BL6","Male","4","Phase III",1
"454","lw356a418","Site1","APP-PS1","C57BL6","Male","4","Phase III",1
"455","lw357a419","Site1","APP-PS1","C57BL6","Male","4","Phase III",1
"456","lw358a420","Site1","APP-PS1","C57BL6","Male","4","Phase III",1
"457","lw359a421","Site1","APP-PS1","C57BL6","Male","4","Phase III",1
"458","lw360a422","Site1","APP-PS1","C57BL6","Male","4","Phase III",1
"459","lw361a423","Site1","APP-PS1","C57BL6","Male","4","Phase III",1
"460","lw362a424","Site1","APP-PS1","C57BL6","Male","4","Phase III",1
"461","lw363a425","Site1","APP-PS1","C57BL6","Male","4","Phase III",1
"462","lw364a426","Site1","APP-PS1","C57BL6","Male","4","Phase III",1
"463","lw365a427","Site1","APP-PS1","C57BL6","Male","4","Phase III",1
"464","lw366a428","Site1","APP-PS1","C57BL6","Male","4","Phase III",1
"465","gt80x171","Site2","3xTG-AD","3xTG-AD","Female","4","Phase IV",16
"466","gt80x172","Site2","3xTG-AD","3xTG-AD","Female","4","Phase IV",5
"467","gt80x173","Site2","3xTG-AD","3xTG-AD","Female","4","Phase IV",4
"468","gt81x175","Site2","3xTG-AD","3xTG-AD","Female","4","Phase IV",2
"469","gt81x176","Site2","3xTG-AD","3xTG-AD","Female","4","Phase IV",14
"470","gt81x177","Site2","3xTG-AD","3xTG-AD","Female","4","Phase IV",4
"471","gt81x178","Site2","3xTG-AD","3xTG-AD","Female","4","Phase IV",2
"472","gt82x179","Site2","3xTG-AD","3xTG-AD","Female","4","Phase IV",18
"473","gt82x180","Site2","3xTG-AD","3xTG-AD","Female","4","Phase IV",4
"474","gt82x181","Site2","3xTG-AD","3xTG-AD","Female","4","Phase IV",9
"475","gt82x182","Site2","3xTG-AD","3xTG-AD","Female","4","Phase IV",7
"476","gt104f216","Site2","5xFAD","5xFAD","Female","4","Phase IV",2
"477","gt104f217","Site2","5xFAD","5xFAD","Female","4","Phase IV",11
"478","gt104f218","Site2","5xFAD","5xFAD","Female","4","Phase IV",5
"479","gt104f219","Site2","5xFAD","5xFAD","Female","4","Phase IV",8
"480","gt105f220","Site2","5xFAD","5xFAD","Female","4","Phase IV",6
"481","gt105f221","Site2","5xFAD","5xFAD","Female","4","Phase IV",2
"482","gt105f222","Site2","5xFAD","5xFAD","Female","4","Phase IV",2
"483","gt105f223","Site2","5xFAD","5xFAD","Female","4","Phase IV",2
"484","gt106f224","Site2","5xFAD","5xFAD","Female","4","Phase IV",2
"485","gt106f225","Site2","5xFAD","5xFAD","Female","4","Phase IV",2
"486","gt106f226","Site2","5xFAD","5xFAD","Female","4","Phase IV",5
"487","gt106f227","Site2","5xFAD","5xFAD","Female","4","Phase IV",2
"488","gt107f228","Site2","5xFAD","5xFAD","Female","4","Phase IV",5
"489","gt107f229","Site2","5xFAD","5xFAD","Female","4","Phase IV",2
"490","gt107f230","Site2","5xFAD","5xFAD","Female","4","Phase IV",8
"491","gt107f231","Site2","5xFAD","5xFAD","Female","4","Phase IV",2
"492","gt157a348","Site2","APP-PS1","APPPS1","Female","4","Phase IV",2
"493","gt157a349","Site2","APP-PS1","APPPS1","Female","4","Phase IV",6
"494","gt157a350","Site2","APP-PS1","APPPS1","Female","4","Phase IV",2
"495","gt157a351","Site2","APP-PS1","APPPS1","Female","4","Phase IV",5
"496","gt159a354","Site2","APP-PS1","APPPS1","Female","4","Phase IV",10
"497","gt159a355","Site2","APP-PS1","APPPS1","Female","4","Phase IV",7
"498","gt159a356","Site2","APP-PS1","APPPS1","Female","4","Phase IV",5
"499","gt159a357","Site2","APP-PS1","APPPS1","Female","4","Phase IV",11
"500","gt160a358","Site2","APP-PS1","APPPS1","Female","4","Phase IV",2
"501","gt160a359","Site2","APP-PS1","APPPS1","Female","4","Phase IV",4
"502","gt160a360","Site2","APP-PS1","APPPS1","Female","4","Phase IV",2
"503","gt160a361","Site2","APP-PS1","APPPS1","Female","4","Phase IV",8
"504","gt161a362","Site2","APP-PS1","APPPS1","Female","4","Phase IV",2
"505","gt161a363","Site2","APP-PS1","APPPS1","Female","4","Phase IV",2
"506","gw77x159","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase IV",6
"507","gw77x160","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase IV",11
"508","gw77x161","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase IV",2
"509","gw78x163","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase IV",10
"510","gw78x164","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase IV",9
"511","gw78x165","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase IV",2
"512","gw78x166","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase IV",2
"513","gw79x167","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase IV",2
"514","gw79x168","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase IV",2
"515","gw79x169","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase IV",2
"516","gw79x170","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase IV",2
"517","gw100f200","Site2","5xFAD","B6SJLF1/J","Female","4","Phase IV",2
"518","gw100f201","Site2","5xFAD","B6SJLF1/J","Female","4","Phase IV",2
"519","gw100f202","Site2","5xFAD","B6SJLF1/J","Female","4","Phase IV",8
"520","gw100f203","Site2","5xFAD","B6SJLF1/J","Female","4","Phase IV",2
"521","gw101f204","Site2","5xFAD","B6SJLF1/J","Female","4","Phase IV",12
"522","gw101f205","Site2","5xFAD","B6SJLF1/J","Female","4","Phase IV",2
"523","gw101f206","Site2","5xFAD","B6SJLF1/J","Female","4","Phase IV",2
"524","gw101f207","Site2","5xFAD","B6SJLF1/J","Female","4","Phase IV",10
"525","gw102f208","Site2","5xFAD","B6SJLF1/J","Female","4","Phase IV",10
"526","gw102f209","Site2","5xFAD","B6SJLF1/J","Female","4","Phase IV",9
"527","gw102f210","Site2","5xFAD","B6SJLF1/J","Female","4","Phase IV",9
"528","gw102f211","Site2","5xFAD","B6SJLF1/J","Female","4","Phase IV",2
"529","gw103f212","Site2","5xFAD","B6SJLF1/J","Female","4","Phase IV",4
"530","gw103f213","Site2","5xFAD","B6SJLF1/J","Female","4","Phase IV",9
"531","gw103f214","Site2","5xFAD","B6SJLF1/J","Female","4","Phase IV",5
"532","gw103f215","Site2","5xFAD","B6SJLF1/J","Female","4","Phase IV",7
"533","gw152a332","Site2","APP-PS1","C57BL6","Female","4","Phase IV",28
"534","gw152a334","Site2","APP-PS1","C57BL6","Female","4","Phase IV",5
"535","gw152a335","Site2","APP-PS1","C57BL6","Female","4","Phase IV",14
"536","gw153a336","Site2","APP-PS1","C57BL6","Female","4","Phase IV",13
"537","gw153a337","Site2","APP-PS1","C57BL6","Female","4","Phase IV",4
"538","gw154a338","Site2","APP-PS1","C57BL6","Female","4","Phase IV",20
"539","gw154a339","Site2","APP-PS1","C57BL6","Female","4","Phase IV",4
"540","gw155a343","Site2","APP-PS1","C57BL6","Female","4","Phase IV",21
"541","gw155a344","Site2","APP-PS1","C57BL6","Female","4","Phase IV",10
"542","gw155a345","Site2","APP-PS1","C57BL6","Female","4","Phase IV",6
"543","gw156a346","Site2","APP-PS1","C57BL6","Female","4","Phase IV",9
"544","gw156a347","Site2","APP-PS1","C57BL6","Female","4","Phase IV",4
"545","lt80x142","Site1","3xTG-AD","3xTG-AD","Male","4","Phase IV",2
"546","lt81x143","Site1","3xTG-AD","3xTG-AD","Male","4","Phase IV",2
"547","lt82x144","Site1","3xTG-AD","3xTG-AD","Male","4","Phase IV",2
"548","lt83x145","Site1","3xTG-AD","3xTG-AD","Male","4","Phase IV",7
"549","lt84x146","Site1","3xTG-AD","3xTG-AD","Male","4","Phase IV",5
"550","lt85x147","Site1","3xTG-AD","3xTG-AD","Male","4","Phase IV",2
"551","lt86x148","Site1","3xTG-AD","3xTG-AD","Male","4","Phase IV",6
"552","lt87x149","Site1","3xTG-AD","3xTG-AD","Male","4","Phase IV",2
"553","lt88x150","Site1","3xTG-AD","3xTG-AD","Male","4","Phase IV",3
"554","lt89x151","Site1","3xTG-AD","3xTG-AD","Male","4","Phase IV",7
"555","lt90x152","Site1","3xTG-AD","3xTG-AD","Male","4","Phase IV",5
"556","lt91x153","Site1","3xTG-AD","3xTG-AD","Male","4","Phase IV",2
"557","lt92x154","Site1","3xTG-AD","3xTG-AD","Male","4","Phase IV",3
"558","lt264f326","Site1","5xFAD","5xFAD","Male","4","Phase IV",2
"559","lt265f327","Site1","5xFAD","5xFAD","Male","4","Phase IV",2
"560","lt266f328","Site1","5xFAD","5xFAD","Male","4","Phase IV",8
"561","lt267f329","Site1","5xFAD","5xFAD","Male","4","Phase IV",2
"562","lt268f330","Site1","5xFAD","5xFAD","Male","4","Phase IV",9
"563","lt269f331","Site1","5xFAD","5xFAD","Male","4","Phase IV",2
"564","lt270f332","Site1","5xFAD","5xFAD","Male","4","Phase IV",2
"565","lt271f333","Site1","5xFAD","5xFAD","Male","4","Phase IV",4
"566","lt272f334","Site1","5xFAD","5xFAD","Male","4","Phase IV",2
"567","lt273f335","Site1","5xFAD","5xFAD","Male","4","Phase IV",2
"568","lt274f336","Site1","5xFAD","5xFAD","Male","4","Phase IV",2
"569","lt275f337","Site1","5xFAD","5xFAD","Male","4","Phase IV",2
"570","lt276f338","Site1","5xFAD","5xFAD","Male","4","Phase IV",2
"571","lt277f339","Site1","5xFAD","5xFAD","Male","4","Phase IV",2
"572","lt278f340","Site1","5xFAD","5xFAD","Male","4","Phase IV",2
"573","lt367a429","Site1","APP-PS1","APPPS1","Male","4","Phase IV",2
"574","lt368a430","Site1","APP-PS1","APPPS1","Male","4","Phase IV",4
"575","lt369a431","Site1","APP-PS1","APPPS1","Male","4","Phase IV",2
"576","lt370a432","Site1","APP-PS1","APPPS1","Male","4","Phase IV",5
"577","lt373a435","Site1","APP-PS1","APPPS1","Male","4","Phase IV",2
"578","lt374a436","Site1","APP-PS1","APPPS1","Male","4","Phase IV",2
"579","lt375a437","Site1","APP-PS1","APPPS1","Male","4","Phase IV",2
"580","lt376a438","Site1","APP-PS1","APPPS1","Male","4","Phase IV",2
"581","lt377a439","Site1","APP-PS1","APPPS1","Male","4","Phase IV",2
"582","lw65x127","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase IV",3
"583","lw66x128","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase IV",4
"584","lw67x129","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase IV",2
"585","lw68x130","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase IV",6
"586","lw69x131","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase IV",8
"587","lw70x132","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase IV",2
"588","lw71x133","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase IV",2
"589","lw72x134","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase IV",2
"590","lw73x135","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase IV",2
"591","lw74x136","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase IV",2
"592","lw75x137","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase IV",2
"593","lw76x138","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase IV",2
"594","lw77x139","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase IV",5
"595","lw78x140","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase IV",7
"596","lw248f310","Site1","5xFAD","B6SJLF1/J","Male","4","Phase IV",3
"597","lw249f311","Site1","5xFAD","B6SJLF1/J","Male","4","Phase IV",9
"598","lw250f312","Site1","5xFAD","B6SJLF1/J","Male","4","Phase IV",2
"599","lw251f313","Site1","5xFAD","B6SJLF1/J","Male","4","Phase IV",2
"600","lw253f315","Site1","5xFAD","B6SJLF1/J","Male","4","Phase IV",10
"601","lw254f316","Site1","5xFAD","B6SJLF1/J","Male","4","Phase IV",9
"602","lw255f317","Site1","5xFAD","B6SJLF1/J","Male","4","Phase IV",3
"603","lw256f318","Site1","5xFAD","B6SJLF1/J","Male","4","Phase IV",6
"604","lw257f319","Site1","5xFAD","B6SJLF1/J","Male","4","Phase IV",2
"605","lw258f320","Site1","5xFAD","B6SJLF1/J","Male","4","Phase IV",9
"606","lw259f321","Site1","5xFAD","B6SJLF1/J","Male","4","Phase IV",2
"607","lw260f322","Site1","5xFAD","B6SJLF1/J","Male","4","Phase IV",12
"608","lw261f323","Site1","5xFAD","B6SJLF1/J","Male","4","Phase IV",12
"609","lw262f324","Site1","5xFAD","B6SJLF1/J","Male","4","Phase IV",2
"610","lw263f325","Site1","5xFAD","B6SJLF1/J","Male","4","Phase IV",9
"611","lw353a415","Site1","APP-PS1","C57BL6","Male","4","Phase IV",14
"612","lw354a416","Site1","APP-PS1","C57BL6","Male","4","Phase IV",12
"613","lw355a417","Site1","APP-PS1","C57BL6","Male","4","Phase IV",10
"614","lw356a418","Site1","APP-PS1","C57BL6","Male","4","Phase IV",9
"615","lw357a419","Site1","APP-PS1","C57BL6","Male","4","Phase IV",8
"616","lw358a420","Site1","APP-PS1","C57BL6","Male","4","Phase IV",10
"617","lw359a421","Site1","APP-PS1","C57BL6","Male","4","Phase IV",5
"618","lw360a422","Site1","APP-PS1","C57BL6","Male","4","Phase IV",10
"619","lw361a423","Site1","APP-PS1","C57BL6","Male","4","Phase IV",9
"620","lw362a424","Site1","APP-PS1","C57BL6","Male","4","Phase IV",13
"621","lw363a425","Site1","APP-PS1","C57BL6","Male","4","Phase IV",14
"622","lw364a426","Site1","APP-PS1","C57BL6","Male","4","Phase IV",14
"623","lw365a427","Site1","APP-PS1","C57BL6","Male","4","Phase IV",8
"624","lw366a428","Site1","APP-PS1","C57BL6","Male","4","Phase IV",18
