"","Database","AnimalID","TestSite","Mouse.Strain","Genotype","Sex","Age.Months","Stimulus.Length","Date","Day","Condition","Trials","Accuracy.Block.1","Accuracy.Block.2","Accuracy.Block.3","Accuracy.Block.4","Accuracy.Block.5","Omission.Block.1","Omission.Block.2","Omission.Block.3","Omission.Block.4","Omission.Block.5"
"521","LON5C3XTG7MF","lt21x042","Site1","3xTG-AD","3xTG-AD","Female","7","0.6",2014-07-17,NA,1259.8345,50,68.5,70.6,74.645,74.525,75.035,56.45045,44.61375,33.0525,33.04895,30.09555
"522","LON5C3XTG7MF","lt22x043","Site1","3xTG-AD","3xTG-AD","Female","7","0.6",2014-07-24,NA,2451.837,50,70.005,73.715,63.6,65.7,60.815,52.26985,59.89695,56.80995,50.9821,50.7548
"523","LON5C3XTG7MF","lt22x044","Site1","3xTG-AD","3xTG-AD","Female","7","0.6",2014-07-28,NA,2618.6715,50,73.71,86.055,83.71,85.1,85.505,39.627,36.3164,29.85555,30.52375,32.2165
"524","GUE5C3XTG7MF","gt01x001","Site2","3xTG-AD","3xTG-AD","Female","7","0.6",2014-07-30,NA,1687.5305,50,69.07,81.17,76.975,79.035,79.505,51.52185,38.4055,31.3196,32.8521,35.3277
"525","GUE5C3XTG7MF","gt02x003","Site2","3xTG-AD","3xTG-AD","Female","7","0.6",2014-07-22,NA,1613.9875,50,47.37,38.205,48.915,50.965,49.105,24.96825,42.90695,42.5696,35.59755,38.0529
"526","GUE5C3XTG7MF","gt02x004","Site2","3xTG-AD","3xTG-AD","Female","7","0.6",2014-07-24,NA,1420.702,50,6.665,58.065,71.315,68.9,64.68,90.23015,66.62515,58.7514,56.10675,54.68475
"527","GUE5C3XTG7MF","gt03x005","Site2","3xTG-AD","3xTG-AD","Female","7","0.6",2014-07-15,NA,1587.332,50,78.955,71.71,71.565,72.21,69.58,52.98615,40.76575,43.6903,49.3297,48.3712
"528","GUE5C3XTG7MF","gt03x006","Site2","3xTG-AD","3xTG-AD","Female","7","0.6",2014-07-19,NA,1826.399,50,80.37,72.395,70.475,65.955,61.45,42.02175,38.0819,35.46285,37.76395,37.8989
"529","GUE5C3XTG7MF","gt04x007","Site2","3xTG-AD","3xTG-AD","Female","7","0.6",2014-07-24,NA,1408.561,50,51.67,79.61,77.265,77.285,73.1,81.13495,66.10915,56.97445,51.8123,49.4256
"530","GUE5C3XTG7MF","gt04x008","Site2","3xTG-AD","3xTG-AD","Female","7","0.6",2014-08-04,NA,2375.209,49.5,62.175,64.325,61.27,64.305,66.5361111111111,52.27185,52.5451,49.7205,44.9672,41.3123
"531","GUE5C3XTG7MF","gt05x009","Site2","3xTG-AD","3xTG-AD","Female","7","0.6",2014-07-19,NA,2120.8895,50,45,60.17,65.73,65.985,64.555,69.28185,64.68425,52.94085,50.2191,49.4803
"532","GUE5C3XTG7MF","gt05x010","Site2","3xTG-AD","3xTG-AD","Female","7","0.6",2014-07-24,NA,1901.9775,50,38.59,65.005,76.04,73.6,75.965,53.30555,45.7488,44.172,47.40005,50.79565
"533","GUE5C3XTG7MF","gt06x011","Site2","3xTG-AD","3xTG-AD","Female","7","0.6",2014-07-31,NA,1682.284,50,53.175,68.94,63.995,61.93,64.59,51.93845,43.09795,40.0615,41.17695,47.72185
"534","LON5C5FAD7MF","lt39f078","Site1","5xFAD","5xFAD","Female","7","0.6",2014-09-18,NA,929.692,50,69.105,85.1,80.65,80.365,80.555,22.85915,22.4143,18.9712,14.5625,12.13645
"535","LON5C5FAD7MF","lt40f079","Site1","5xFAD","5xFAD","Female","7","0.6",2014-09-13,NA,1530.6995,50,67.22,64.33,59.355,60.845,62.365,13.87305,27.3119,36.4846,34.38535,29.3704
"536","LON5C5FAD7MF","lt40f080","Site1","5xFAD","5xFAD","Female","7","0.6",2014-09-08,NA,1507.0885,50,76.6,71.17,73.355,73.765,69.845,23.07935,16.71935,10.8007,13.62505,14.96715
"537","LON5C5FAD7MF","lt43f085","Site1","5xFAD","5xFAD","Female","7","0.6",2014-09-02,NA,2018.151,50,41.16,32.025,35.945,38.36,38.445,51.73615,57.3469,55.8916,57.1369,60.61415
"538","LON5C5FAD7MF","lt43f086","Site1","5xFAD","5xFAD","Female","7","0.6",2014-09-18,NA,2622.587,50,27.085,69.245,76.355,72.77,74.98,75.75395,79.81595,76.97485,77.37975,77.9632
"539","LON5C5FAD7MF","lt44f087","Site1","5xFAD","5xFAD","Female","7","0.6",2014-09-13,NA,1352.534,50,43.705,73.23,74.24,77.875,77.08,72.1091,46.0116,41.27915,38.2633,45.26115
"540","LON5C5FAD7MF","lt44f088","Site1","5xFAD","5xFAD","Female","7","0.6",2014-09-08,NA,1578.759,50,0,90,44.99,22.33,18.35,100,92.286,91.0198,87.0828,87.9243
"541","LON5C5FAD7MF","lt47f094","Site1","5xFAD","5xFAD","Female","7","0.6",2014-09-18,NA,1775.816,50,30.73,53.525,50.085,53.335,55.165,43.6468,38.76525,46.2737,51.61,54.154
"542","LON5C5FAD7MF","lt48f095","Site1","5xFAD","5xFAD","Female","7","0.6",2014-09-13,NA,1798.9035,50,60.28,56.08,64.03,71.415,68.365,50.75,39.62195,41.5866,34.8952,33.99065
"543","LON5C5FAD7MF","lt48f096","Site1","5xFAD","5xFAD","Female","7","0.6",2014-09-08,NA,1869.685,50,52.77,72.4,70.69,67.65,65.85,29.76785,28.78925,32.9771,31.20915,34.1802
"544","GUE5C5FAD7MF","gt01f001","Site2","5xFAD","5xFAD","Female","7","0.6",2014-09-22,NA,3600,43.5,21.33,53.645,56.19,55.77,55.2916666666667,71.38095,43.16015,42.54345,42.80195,43.85975
"545","GUE5C5FAD7MF","gt01f002","Site2","5xFAD","5xFAD","Female","7","0.6",2014-09-04,NA,2594.4875,50,30.035,41.82,41.505,58.43,67.545,68.7202,60.90135,58.3124,53.03065,49.90755
"546","GUE5C5FAD7MF","gt02f003","Site2","5xFAD","5xFAD","Female","7","0.6",2014-09-10,NA,1441.859,50,44.315,52.88,57.47,59.175,61.43,47.32135,27.264,19.17955,14.97945,13.2398
"547","GUE5C5FAD7MF","gt03f005","Site2","5xFAD","5xFAD","Female","7","0.6",2014-09-04,NA,1184.8495,50,94.25,89.36,87.435,83.68,81.62,26.7102,41.7689,37.30575,41.91025,44.3453
"548","GUE5C5FAD7MF","gt04f007","Site2","5xFAD","5xFAD","Female","7","0.6",2014-09-16,NA,2090.563,50,79.985,67.155,65.28,66.625,61.97,44.8075,35.67005,37.8215,35.619,39.56525
"549","GUE5C5FAD7MF","gt05f008","Site2","5xFAD","5xFAD","Female","7","0.6",2014-09-22,NA,2470.926,50,43.86,52.03,50.205,50.525,50.76,43.377,38.4083,37.6614,36.5775,43.31175
"550","GUE5C5FAD7MF","gt05f009","Site2","5xFAD","5xFAD","Female","7","0.6",2014-09-10,NA,1552.07,50,24.17,25.5,39.795,68.87,73.835,82.64885,76.79755,75.11825,61.7207,50.9239
"551","GUE5C5FAD7MF","gt06f010","Site2","5xFAD","5xFAD","Female","7","0.6",2014-09-16,NA,2320.6115,35,31.635,42.995,55.84,61.95,66.91,9.76195,27.13435,11.9173,8.5066,8.8265
"552","GUE5C5FAD7MF","gt07f011","Site2","5xFAD","5xFAD","Female","7","0.6",2014-09-22,NA,1648.9535,50,85.965,75.23,76.865,76.77,76.715,8.17855,32.1948,28.8692,29.06885,32.03715
"553","LON5CAPP7MF","lt187a249","Site1","APP-PS1","APPPS1","Female","7","0.6",2015-11-23,NA,1419.6555,50,40.165,74.77,73.935,76.975,76.295,64.0814,46.8345,39.073,37.2255,40.1483
"554","LON5CAPP7MF","lt188a250","Site1","APP-PS1","APPPS1","Female","7","0.6",2015-12-03,NA,1463.3115,50,39.66,80.165,83.725,80.855,73.4,76.80955,43.94515,31.85905,31.82865,29.66215
"555","LON5CAPP7MF","lt195a257","Site1","APP-PS1","APPPS1","Female","7","0.6",2015-11-28,NA,1143.2795,50,69.825,70.07,70.14,72.125,72.68,18.58725,19.1919,14.2427,16.42925,17.6516
"556","LON5CAPP7MF","lt196a258","Site1","APP-PS1","APPPS1","Female","7","0.6",2015-12-09,NA,947.3615,50,93.535,84.945,81.54,79.5,78.885,10.37305,14.52195,15.50165,14.2385,15.5722
"557","LON5CAPP7MF","lt200a262","Site1","APP-PS1","APPPS1","Female","7","0.6",2015-12-03,NA,1525.7625,50,41.94,75.515,77.42,78.745,79.795,38.619,29.52125,29.391,26.9378,24.25235
"558","LON5CAPP7MF","lt204a266","Site1","APP-PS1","APPPS1","Female","7","0.6",2015-12-09,NA,1245.1165,50,47.07,69.97,71.405,71.45,72.58,18.1567,21.5925,23.64665,26.02275,29.02645
"559","LON5CAPP7MF","lt207a269","Site1","APP-PS1","APPPS1","Female","7","0.6",2015-12-09,NA,1554.2855,50,90,95.69,83.46,82.255,80.445,34.1706,37.70635,41.4886,42.7121,40.3161
"560","LON5CAPP7MF","lt208a270","Site1","APP-PS1","APPPS1","Female","7","0.6",2015-11-28,NA,1271.088,50,95,87.89,81.955,77.025,72.77,37.9463,30.5932,29.0369,27.7245,29.03445
"561","LON5CAPP7MF","lt211a273","Site1","APP-PS1","APPPS1","Female","7","0.6",2015-12-03,NA,1409.544,50,49.7,58.86,62.475,62.66,66.275,22.7936,35.579,37.244,38.5638,34.60665
"562","LON5CAPP7MF","lt212a274","Site1","APP-PS1","APPPS1","Female","7","0.6",2015-11-30,NA,1275.7345,50,82.5,77.09,71.28,70.23,72.205,11.22025,19.73575,25.2087,25.12085,23.71945
"563","GUE5CAPP7MF","gt114a251","Site2","APP-PS1","APPPS1","Female","7","0.6",2015-11-09,NA,1691.685,50,37.925,51.72,55.81,53.84,53.445,34.67655,39.43965,46.53955,39.74735,36.4956
"564","GUE5CAPP7MF","gt115a253","Site2","APP-PS1","APPPS1","Female","7","0.6",2015-11-25,NA,1228.6035,50,75.02,72.7,76.825,78.585,76.135,35.14075,20.39955,16.4664,16.9595,23.36735
"565","GUE5CAPP7MF","gt117a263","Site2","APP-PS1","APPPS1","Female","7","0.6",2015-11-28,NA,1149.139,50,56.775,69.68,75.38,75.39,77.71,43.1349,30.0144,23.5735,19.8489,16.9622
"566","GUE5CAPP7MF","gt172a401","Site2","APP-PS1","APPPS1","Female","7","0.6",2016-06-27,NA,1517.608,50,52.415,66.95,64.47,58.985,62.905,47.3056,54.5153,57.92335,63.09665,64.38635
"567","GUE5CAPP7MF","gt172a402","Site2","APP-PS1","APPPS1","Female","7","0.6",2016-07-04,NA,1642.209,50,68.815,65.56,66.875,66.645,64.51,53.11305,35.21565,30.6258,32.72445,34.9101
"568","GUE5CAPP7MF","gt172a403","Site2","APP-PS1","APPPS1","Female","7","0.6",2016-07-09,NA,2968.9675,46.5,63.34,84.065,91.595,89.065,87.8083333333333,63.42865,56.7958,44.6191,39.51295,40.8944
"569","GUE5CAPP7MF","gt173a404","Site2","APP-PS1","APPPS1","Female","7","0.6",2016-06-27,NA,1430.027,50,77.575,71.475,65.805,67.015,68.35,38.0912,33.5556,25.6328,21.0288,22.39185
"570","GUE5CAPP7MF","gt173a406","Site2","APP-PS1","APPPS1","Female","7","0.6",2016-07-09,NA,1459.8095,50,95.535,75.295,82.54,77.02,75.39,19.35115,18.13735,16.76095,23.3031,23.51055
"571","GUE5CAPP7MF","gt174a408","Site2","APP-PS1","APPPS1","Female","7","0.6",2016-06-27,NA,1856.448,50,64.12,82.015,86.52,84.52,82.42,69.3393,44.9965,32.4867,30.68075,32.56405
"572","LON5C3XTG7MF","lw15x030","Site1","3xTG-AD","B6129SF2/J","Female","7","0.6",2014-07-15,NA,2409.848,50,73.475,59.82,62.27,67.52,68.77,14.92655,18.63005,20.01355,21.0277,20.80205
"573","LON5C3XTG7MF","lw16x031","Site1","3xTG-AD","B6129SF2/J","Female","7","0.6",2014-07-21,NA,1041.9615,50,90,95.235,86.8,83.185,82.02,37.62095,36.44485,25.98775,21.4202,18.85615
"574","LON5C3XTG7MF","lw16x032","Site1","3xTG-AD","B6129SF2/J","Female","7","0.6",2014-07-26,NA,1031.1745,50,79.465,86.99,84.025,86.785,85.95,34.32935,21.69665,14.7988,12.1439,11.5381
"575","LON5C3XTG7MF","lw19x037","Site1","3xTG-AD","B6129SF2/J","Female","7","0.6",2014-07-10,NA,1469.1355,50,69.755,61.145,53.84,59.585,64.49,60.49995,45.40045,51.24615,55.7102,53.4921
"576","LON5C3XTG7MF","lw19x038","Site1","3xTG-AD","B6129SF2/J","Female","7","0.6",2014-07-17,NA,1924.011,50,84.95,86.25,88.195,85.87,84.255,23.4702,19.9378,25.60125,26.3241,29.46745
"577","LON5C3XTG7MF","lw20x039","Site1","3xTG-AD","B6129SF2/J","Female","7","0.6",2014-07-29,NA,3094.641,46,65.12,81.92,81.695,76.485,74.92,59.3611,40.05265,45.3781,45.50895,43.9779
"578","LON5C3XTG7MF","lw23x045","Site1","3xTG-AD","B6129SF2/J","Female","7","0.6",2014-07-10,NA,1448.394,50,50.815,77.35,81.18,76.92,74.72,55.81945,60.56855,57.1976,52.53105,51.4221
"579","LON5C3XTG7MF","lw23x046","Site1","3xTG-AD","B6129SF2/J","Female","7","0.6",2014-07-16,NA,1954.5025,50,26.63,49.665,59.905,74.62,74.3,62.53965,67.14795,65.7087,56.9672,52.92265
"580","LON5C3XTG7MF","lw24x047","Site1","3xTG-AD","B6129SF2/J","Female","7","0.6",2014-07-22,NA,989.83,50,71.32,87.9,92.015,87.215,83.625,39.4127,13.62545,13.7178,11.34225,8.82655
"581","LON5C3XTG7MF","lw24x048","Site1","3xTG-AD","B6129SF2/J","Female","7","0.6",2014-07-30,NA,1607.1955,50,30.025,64.1,73.11,74.77,63.62,63.7678,61.0828,57.48905,55.6324,55.2065
"582","GUE5C3XTG7MF","gw01x001","Site2","3xTG-AD","B6129SF2/J","Female","7","0.6",2014-07-19,NA,1656.567,50,75.255,84.695,83.41,84.205,80.51,37.8075,52.99335,57.4885,58.2271,54.23015
"583","GUE5C3XTG7MF","gw04x006","Site2","3xTG-AD","B6129SF2/J","Female","7","0.6",2014-08-06,NA,2555.427,50,68.09,78.055,78.12,75.385,74.68,42.92455,61.35325,58.6965,64.69695,65.4798
"584","GUE5C3XTG7MF","gw05x007","Site2","3xTG-AD","B6129SF2/J","Female","7","0.6",2014-07-14,NA,1995.626,50,70.005,56.525,51.2,52.915,58.075,74.95645,62.9934,65.16445,68.01975,66.35545
"585","GUE5C3XTG7MF","gw05x008","Site2","3xTG-AD","B6129SF2/J","Female","7","0.6",2014-07-26,NA,2499.0335,50,60,85.005,84.985,83.055,85.125,55.34725,64.5922,54.18755,50.62345,55.38515
"586","GUE5C3XTG7MF","gw06x009","Site2","3xTG-AD","B6129SF2/J","Female","7","0.6",2014-07-30,NA,1671.804,50,70.135,81.505,76.64,71.92,69.06,21.1349,23.7053,27.55415,24.3554,27.59425
"587","GUE5C3XTG7MF","gw07x010","Site2","3xTG-AD","B6129SF2/J","Female","7","0.6",2014-07-14,NA,1462.199,50,56.855,57.31,59.89,50.465,48.67,29.4127,35.22815,28.7255,27.2341,23.16955
"588","GUE5C3XTG7MF","gw08x011","Site2","3xTG-AD","B6129SF2/J","Female","7","0.6",2014-07-19,NA,1430.44,50,54.585,89.95,89.66,87.125,82.96,61.91665,52.3034,40.0639,38.1102,39.408
"589","GUE5C3XTG7MF","gw58x097","Site2","3xTG-AD","B6129SF2/J","Female","7","0.6",2015-05-03,NA,1189.2715,50,76.675,80.92,82.64,84.98,83.94,10.76185,14.00595,12.3472,9.9245,10.33385
"590","GUE5C3XTG7MF","gw58x098","Site2","3xTG-AD","B6129SF2/J","Female","7","0.6",2015-04-14,NA,1303.225,50,59.18,59.375,62.505,64.805,67.825,9.5675,19.11595,21.76215,23.82125,23.8842
"591","GUE5C3XTG7MF","gw58x099","Site2","3xTG-AD","B6129SF2/J","Female","7","0.6",2015-04-20,NA,3046.785,48.5,39.105,50.085,55.15,62.16,66.405,41.5912,39.7783,42.65725,47.1094,52.9722928571429
"592","GUE5C3XTG7MF","gw59x101","Site2","3xTG-AD","B6129SF2/J","Female","7","0.6",2015-05-03,NA,1302.8735,50,72.345,66.995,70.935,72.465,71.98,20.12295,6.68775,3.9725,5.96265,7.7721
"593","GUE5C3XTG7MF","gw59x102","Site2","3xTG-AD","B6129SF2/J","Female","7","0.6",2015-04-14,NA,1819.4835,50,33.335,82.25,89.85,82.54,77.69,92.96625,71.16345,56.2917,44.9304,40.39615
"594","GUE5C3XTG7MF","gw60x103","Site2","3xTG-AD","B6129SF2/J","Female","7","0.6",2015-04-20,NA,2317.3395,50,70.575,92.445,88.335,86.705,81.29,65.57535,35.76495,40.27965,41.1888,42.952
"595","GUE5C3XTG7MF","gw60x104","Site2","3xTG-AD","B6129SF2/J","Female","7","0.6",2015-04-27,NA,1467.15,50,55.795,68.215,75.965,77.75,76.29,28.21035,37.8077,34.0364,32.808,33.0996
"596","LON5C5FAD7MF","lw37f073","Site1","5xFAD","B6SJLF1/J","Female","7","0.6",2014-09-02,NA,2522.872,50,30.445,71.015,66.215,64.325,64.355,65.3809,38.1901,34.41575,32.6576,33.7192
"597","LON5C5FAD7MF","lw37f074","Site1","5xFAD","B6SJLF1/J","Female","7","0.6",2014-09-18,NA,1468.9135,50,78.755,83.67,71.045,72.63,77.63,55.15675,78.14735,77.5779,72.2853,70.27225
"598","LON5C5FAD7MF","lw41f081","Site1","5xFAD","B6SJLF1/J","Female","7","0.6",2014-09-02,NA,1960.237,50,90.375,84.06,79.6,78.7,80.15,24.2897,14.91475,17.27285,24.34845,25.71295
"599","LON5C5FAD7MF","lw41f082","Site1","5xFAD","B6SJLF1/J","Female","7","0.6",2014-09-18,NA,2365.286,50,61.665,55.51,56.11,48.65,54.375,75.17665,66.02775,68.0269,69.79355,68.10045
"600","LON5C5FAD7MF","lw42f083","Site1","5xFAD","B6SJLF1/J","Female","7","0.6",2014-09-13,NA,2969.9365,49.5,75.92,78.615,70.21,67.97,63.2538888888889,51.74795,48.6576,39.5429,34.87915,31.7662833333333
"601","LON5C5FAD7MF","lw42f084","Site1","5xFAD","B6SJLF1/J","Female","7","0.6",2014-09-08,NA,2006.895,50,17.665,62.8,67.305,70.695,68.755,66.85115,53.74025,45.62785,42.4491,36.23615
"602","LON5C5FAD7MF","lw45f089","Site1","5xFAD","B6SJLF1/J","Female","7","0.6",2014-09-02,NA,2820.694,50,42.505,60.405,63.245,60.38,59.06,73.78175,66.4698,67.39275,64.5703,65.30335
"603","LON5C5FAD7MF","lw45f090","Site1","5xFAD","B6SJLF1/J","Female","7","0.6",2014-09-18,NA,1743.59,50,52.435,72.84,74.175,71.885,70.925,27.5734,19.21345,21.2953,20.62215,20.95235
"604","LON5C5FAD7MF","lw46f092","Site1","5xFAD","B6SJLF1/J","Female","7","0.6",2014-09-08,NA,2255.2215,50,35.955,50.615,52.65,60.15,63.625,38.3988,24.9226,26.28115,25.02895,22.02725
"605","GUE5C5FAD7MF","gw01f001","Site2","5xFAD","B6SJLF1/J","Female","7","0.6",2014-09-22,NA,2172.357,50,79.985,80,81.79,80.57,80.14,18.37295,18.36995,16.95535,15.1571,17.0548
"606","GUE5C5FAD7MF","gw01f002","Site2","5xFAD","B6SJLF1/J","Female","7","0.6",2014-09-10,NA,3600,43.5,75.25,76.76,77.87,75.035,73.2,49.7718,51.8555,46.6713,44.5529,43.84075
"607","GUE5C5FAD7MF","gw02f003","Site2","5xFAD","B6SJLF1/J","Female","7","0.6",2014-09-16,NA,1379.4675,50,49.17,67.655,71.135,70.79,69.79,72.05355,52.89995,55.50965,52.65105,48.16225
"608","GUE5C5FAD7MF","gw03f005","Site2","5xFAD","B6SJLF1/J","Female","7","0.6",2014-09-10,NA,1411.7065,50,64.99,61.715,69.255,67.585,62.58,57.07545,65.40345,63.7192,66.2568,65.75645
"609","GUE5C5FAD7MF","gw03f006","Site2","5xFAD","B6SJLF1/J","Female","7","0.6",2014-09-16,NA,2008.5205,50,68.055,68.53,62.655,60.715,56.365,29.7897,12.0125,15.4173,27.2215,34.704
"610","GUE5C5FAD7MF","gw04f007","Site2","5xFAD","B6SJLF1/J","Female","7","0.6",2014-09-22,NA,1829.8825,50,32.525,64.415,69.855,69.335,69.575,18.7202,23.50235,26.9178,27.67015,27.35805
"611","GUE5C5FAD7MF","gw04f008","Site2","5xFAD","B6SJLF1/J","Female","7","0.6",2014-09-04,NA,2837.5545,50,87.525,82.845,74.455,68.58,72.505,28.53775,37.75915,38.95675,42.2865,39.87135
"612","GUE5C5FAD7MF","gw05f009","Site2","5xFAD","B6SJLF1/J","Female","7","0.6",2014-09-16,NA,3169.991,50,31.085,74.32,72.46,73.85,73.34,82.3155,66.15645,55.74625,53.79925,50.58215
"613","GUE5C5FAD7MF","gw05f010","Site2","5xFAD","B6SJLF1/J","Female","7","0.6",2014-09-22,NA,1235.5475,50,81.675,79.73,81.88,85.46,87.155,52.5,41.91865,36.5189,31.0547,27.5112
"614","GUE5C5FAD7MF","gw06f011","Site2","5xFAD","B6SJLF1/J","Female","7","0.6",2014-09-04,NA,3352.734,34.5,42.915,60.2361111111111,66.1,69.42,73.66,64.17865,58.4393833333333,58.4235,51.7573,49.7296
"615","GUE5C5FAD7MF","gw06f012","Site2","5xFAD","B6SJLF1/J","Female","7","0.6",2014-09-10,NA,2104.9255,50,69.17,86.52,85.98,81.035,77.985,69.0616,56.09135,51.3398,48.19005,45.9441
"616","LON5CAPP7MF","lw185a247","Site1","APP-PS1","C57BL6","Female","7","0.6",2015-11-23,NA,1556.509,50,63.335,60.6,63.56,60.52,62.51,67.8255,73.7348,62.7018,58.2757,58.8723
"617","LON5CAPP7MF","lw186a248","Site1","APP-PS1","C57BL6","Female","7","0.6",2015-12-03,NA,1747.6715,50,61.915,81.68,72.765,70.785,73,53.42455,42.13975,38.67765,33.3085,29.41845
"618","LON5CAPP7MF","lw189a251","Site1","APP-PS1","C57BL6","Female","7","0.6",2015-12-09,NA,1070.776,50,60.07,77.17,71.795,73.58,73.985,62.34725,27.3814,24.98235,21.0276,19.449
"619","LON5CAPP7MF","lw190a252","Site1","APP-PS1","C57BL6","Female","7","0.6",2015-11-23,NA,1756.434,50,61.165,73.275,74.605,77.105,75.22,72.117,57.8462,59.27905,61.2983,62.0862
"620","LON5CAPP7MF","lw193a255","Site1","APP-PS1","C57BL6","Female","7","0.6",2015-12-03,NA,1229.701,50,80.785,85.84,82.59,75.465,74.195,36.9345,31.36565,35.76685,38.9801,41.9543
"621","LON5CAPP7MF","lw194a256","Site1","APP-PS1","C57BL6","Female","7","0.6",2015-12-09,NA,1532.905,50,67.335,73.675,77.95,81.195,83.34,65.623,41.2113,31.0666,31.73865,31.3182
"622","LON5CAPP7MF","lw198a260","Site1","APP-PS1","C57BL6","Female","7","0.6",2015-12-03,NA,1924.714,50,47.945,69.205,71.375,72.155,72.015,26.02975,32.6597,30.93475,35.82345,39.0394
"623","LON5CAPP7MF","lw201a263","Site1","APP-PS1","C57BL6","Female","7","0.6",2015-11-28,NA,1132.214,50,60.375,81.77,85.66,84.885,84.16,32.49005,26.54345,35.24355,31.43425,31.5798
"624","LON5CAPP7MF","lw202a264","Site1","APP-PS1","C57BL6","Female","7","0.6",2015-12-03,NA,1507.966,50,58.82,72,75.275,80.405,82.59,18.37295,22.15055,27.6456,29.9661,31.6861
"625","LON5CAPP7MF","lw206a268","Site1","APP-PS1","C57BL6","Female","7","0.6",2015-12-03,NA,1420.9115,50,58.12,77.57,83.915,83.345,83.3,55.61305,32.10245,29.69305,33.0926,34.93365
"626","LON5CAPP7MF","lw209a271","Site1","APP-PS1","C57BL6","Female","7","0.6",2015-12-10,NA,1848.649,50,50.935,70.36,71.645,77.655,77.235,43.37705,47.64785,45.43055,41.4035,41.26825
"627","LON5CAPP7MF","lw210a272","Site1","APP-PS1","C57BL6","Female","7","0.6",2015-11-28,NA,1673.9405,50,71.085,87.795,78.845,79.29,77.2,36.21635,32.73245,37.18995,37.4571,38.7911
"628","LON5CAPP7MF","lw213a275","Site1","APP-PS1","C57BL6","Female","7","0.6",2015-11-28,NA,1627.9355,50,52.06,67.295,68.245,68.61,68.785,36.0238,31.70975,33.95755,29.41375,29.4785
"629","GUE5CAPP7MF","gw108a232","Site2","APP-PS1","C57BL6","Female","7","0.6",2015-12-09,NA,1547.2765,50,0,49.65,61.59,63.67,69.075,75.504,65.8727,56.2501,50.10065,49.9511
"630","GUE5CAPP7MF","gw108a233","Site2","APP-PS1","C57BL6","Female","7","0.6",2015-11-23,NA,1702.09,50,65.4,67.565,69.855,67.55,64.02,59.15865,39.37895,40.85455,44.81305,47.59915
"631","GUE5CAPP7MF","gw108a234","Site2","APP-PS1","C57BL6","Female","7","0.6",2015-11-28,NA,3478.386,48.5,41.545,67.56,68.85,70.59,72.77,38.64875,35.5212,40.6453,46.7818,45.4782071428571
"632","GUE5CAPP7MF","gw108a235","Site2","APP-PS1","C57BL6","Female","7","0.6",2015-12-03,NA,1647.4995,50,37.495,70,70.095,69.255,66.67,82.17665,59.7344,55.7319,56.03265,52.81015
"633","GUE5CAPP7MF","gw128a237","Site2","APP-PS1","C57BL6","Female","7","0.6",2015-11-23,NA,1967.5065,50,83.775,73.635,70.5,74.13,74.55,30.1627,30.215,26.4418,23.5273,22.90335
"634","GUE5CAPP7MF","gw129a238","Site2","APP-PS1","C57BL6","Female","7","0.6",2015-11-28,NA,1519.2595,50,32.92,55.065,57.22,62.815,68.09,39.12695,37.7838,30.25985,28.34215,27.85685
"635","GUE5CAPP7MF","gw129a239","Site2","APP-PS1","C57BL6","Female","7","0.6",2015-12-03,NA,1484.1055,50,93.82,83.225,77.11,75.255,76.22,27.7817,26.7082,31.24715,32.81755,37.5694
"636","GUE5CAPP7MF","gw130a241","Site2","APP-PS1","C57BL6","Female","7","0.6",2015-11-23,NA,2175.119,50,47.905,64.755,68.59,73.535,74.82,33.738,33.9855,27.61135,26.3943,30.1014
"637","GUE5CAPP7MF","gw131a242","Site2","APP-PS1","C57BL6","Female","7","0.6",2015-11-28,NA,2960.8535,50,57.325,71.625,72.095,69.875,67.77,43.7103,32.7161,32.6788,36.36175,43.27165
"638","GUE5CAPP7MF","gw131a243","Site2","APP-PS1","C57BL6","Female","7","0.6",2015-12-03,NA,3091.0285,48,64.375,76.95,73.69,74.005,76.9816666666667,26.1963,43.9363,43.2938,44.09755,46.4871166666667
"639","GUE5CAPP7MF","gw132a244","Site2","APP-PS1","C57BL6","Female","7","0.6",2015-12-10,NA,2153.038,50,25.085,60.195,69.01,64.04,56.275,58.79765,58.4176,66.57785,61.48495,58.81425
"640","GUE5CAPP7MF","gw133a246","Site2","APP-PS1","C57BL6","Female","7","0.6",2015-11-28,NA,1780.7505,50,75.62,62.74,67.085,64.225,63.205,39.34315,36.69445,39.10435,40.58215,35.82995
"641","LON5C3XTG7MM","lt03x009","Site1","3xTG-AD","3xTG-AD","Male","7","0.6",2014-07-12,NA,3020.8785,43.5,31.665,50.335,54.15,61.03,47.67,80.3155,73.1453,72.1231,67.7654928571428,70.5015
"642","LON5C3XTG7MM","lt03x010","Site1","3xTG-AD","3xTG-AD","Male","7","0.6",2014-07-21,NA,2145.6075,50,48.485,71.3,72.08,72.815,71.11,39.04955,38.51165,29.79505,27.72525,23.62615
"643","LON5C3XTG7MM","lt04x011","Site1","3xTG-AD","3xTG-AD","Male","7","0.6",2014-07-21,NA,1594.8095,50,54.665,80.665,86.355,78.29,78.025,62.4783,43.84105,42.07695,36.9231,36.94585
"644","LON5C3XTG7MM","lt04x012","Site1","3xTG-AD","3xTG-AD","Male","7","0.6",2014-07-26,NA,1819.0265,50,25,61.82,79.075,83.92,86.155,91.1409,58.87355,49.0842,45.1063,43.1119
