"","AnimalID","TestSite","Mouse.Strain","Genotype","Sex","Age.Months","Task","Day"
"734","lw29f057","Site1","5xFAD","B6SJLF1/J","Male","4","Phase III",2
"735","lw29f058","Site1","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"736","lw30f059","Site1","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"737","lw30f060","Site1","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"738","lw33f065","Site1","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"739","lw33f066","Site1","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"740","lw34f067","Site1","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"741","lw34f068","Site1","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"742","gw07f013","Site2","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"743","gw07f014","Site2","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"744","gw09f017","Site2","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"745","gw09f018","Site2","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"746","gw10f019","Site2","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"747","gw10f020","Site2","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"748","gw11f022","Site2","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"749","gw12f023","Site2","5xFAD","B6SJLF1/J","Male","4","Phase III",1
"750","lw169a231","Site1","APP-PS1","C57BL6","Male","4","Phase III",1
"751","lw170a232","Site1","APP-PS1","C57BL6","Male","4","Phase III",1
"752","lw173a235","Site1","APP-PS1","C57BL6","Male","4","Phase III",1
"753","lw174a236","Site1","APP-PS1","C57BL6","Male","4","Phase III",1
"754","lw177a239","Site1","APP-PS1","C57BL6","Male","4","Phase III",1
"755","lw178a240","Site1","APP-PS1","C57BL6","Male","4","Phase III",2
"756","lw181a243","Site1","APP-PS1","C57BL6","Male","4","Phase III",6
"757","lw182a244","Site1","APP-PS1","C57BL6","Male","4","Phase III",1
"758","lw224a286","Site1","APP-PS1","C57BL6","Male","4","Phase III",1
"759","lw227a289","Site1","APP-PS1","C57BL6","Male","4","Phase III",1
"760","lw228a290","Site1","APP-PS1","C57BL6","Male","4","Phase III",1
"761","lw231a293","Site1","APP-PS1","C57BL6","Male","4","Phase III",1
"762","gw135a266","Site2","APP-PS1","C57BL6","Male","4","Phase III",1
"763","gw135a267","Site2","APP-PS1","C57BL6","Male","4","Phase III",1
"764","gw136a268","Site2","APP-PS1","C57BL6","Male","4","Phase III",1
"765","gw137a270","Site2","APP-PS1","C57BL6","Male","4","Phase III",1
"766","gw137a271","Site2","APP-PS1","C57BL6","Male","4","Phase III",1
"767","gw138a272","Site2","APP-PS1","C57BL6","Male","4","Phase III",2
"768","gw138a273","Site2","APP-PS1","C57BL6","Male","4","Phase III",1
"769","gw140a277","Site2","APP-PS1","C57BL6","Male","4","Phase III",1
"770","gw141a278","Site2","APP-PS1","C57BL6","Male","4","Phase III",1
"771","gw141a279","Site2","APP-PS1","C57BL6","Male","4","Phase III",1
"772","lt13x025","Site1","3xTG-AD","3xTG-AD","Female","4","Phase IV",2
"773","lt13x026","Site1","3xTG-AD","3xTG-AD","Female","4","Phase IV",2
"774","lt14x028","Site1","3xTG-AD","3xTG-AD","Female","4","Phase IV",2
"775","lt17x033","Site1","3xTG-AD","3xTG-AD","Female","4","Phase IV",7
"776","lt17x034","Site1","3xTG-AD","3xTG-AD","Female","4","Phase IV",5
"777","lt18x035","Site1","3xTG-AD","3xTG-AD","Female","4","Phase IV",5
"778","lt21x041","Site1","3xTG-AD","3xTG-AD","Female","4","Phase IV",4
"779","lt21x042","Site1","3xTG-AD","3xTG-AD","Female","4","Phase IV",4
"780","lt22x043","Site1","3xTG-AD","3xTG-AD","Female","4","Phase IV",2
"781","lt22x044","Site1","3xTG-AD","3xTG-AD","Female","4","Phase IV",5
"782","gt01x001","Site2","3xTG-AD","3xTG-AD","Female","4","Phase IV",3
"783","gt02x003","Site2","3xTG-AD","3xTG-AD","Female","4","Phase IV",18
"784","gt02x004","Site2","3xTG-AD","3xTG-AD","Female","4","Phase IV",8
"785","gt03x005","Site2","3xTG-AD","3xTG-AD","Female","4","Phase IV",8
"786","gt03x006","Site2","3xTG-AD","3xTG-AD","Female","4","Phase IV",10
"787","gt04x007","Site2","3xTG-AD","3xTG-AD","Female","4","Phase IV",6
"788","gt04x008","Site2","3xTG-AD","3xTG-AD","Female","4","Phase IV",8
"789","gt05x009","Site2","3xTG-AD","3xTG-AD","Female","4","Phase IV",2
"790","gt05x010","Site2","3xTG-AD","3xTG-AD","Female","4","Phase IV",2
"791","gt06x011","Site2","3xTG-AD","3xTG-AD","Female","4","Phase IV",9
"792","lt39f078","Site1","5xFAD","5xFAD","Female","4","Phase IV",6
"793","lt40f079","Site1","5xFAD","5xFAD","Female","4","Phase IV",6
"794","lt40f080","Site1","5xFAD","5xFAD","Female","4","Phase IV",13
"795","lt43f085","Site1","5xFAD","5xFAD","Female","4","Phase IV",8
"796","lt43f086","Site1","5xFAD","5xFAD","Female","4","Phase IV",8
"797","lt44f087","Site1","5xFAD","5xFAD","Female","4","Phase IV",13
"798","lt44f088","Site1","5xFAD","5xFAD","Female","4","Phase IV",16
"799","lt47f094","Site1","5xFAD","5xFAD","Female","4","Phase IV",15
"800","lt48f095","Site1","5xFAD","5xFAD","Female","4","Phase IV",18
"801","lt48f096","Site1","5xFAD","5xFAD","Female","4","Phase IV",9
"802","gt01f001","Site2","5xFAD","5xFAD","Female","4","Phase IV",10
"803","gt01f002","Site2","5xFAD","5xFAD","Female","4","Phase IV",6
"804","gt02f003","Site2","5xFAD","5xFAD","Female","4","Phase IV",2
"805","gt03f005","Site2","5xFAD","5xFAD","Female","4","Phase IV",13
"806","gt04f007","Site2","5xFAD","5xFAD","Female","4","Phase IV",10
"807","gt05f008","Site2","5xFAD","5xFAD","Female","4","Phase IV",15
"808","gt05f009","Site2","5xFAD","5xFAD","Female","4","Phase IV",9
"809","gt06f010","Site2","5xFAD","5xFAD","Female","4","Phase IV",10
"810","gt07f011","Site2","5xFAD","5xFAD","Female","4","Phase IV",10
"811","gt07f012","Site2","5xFAD","5xFAD","Female","4","Phase IV",12
"812","lt187a249","Site1","APP-PS1","APPPS1","Female","4","Phase IV",4
"813","lt188a250","Site1","APP-PS1","APPPS1","Female","4","Phase IV",4
"814","lt191a253","Site1","APP-PS1","APPPS1","Female","4","Phase IV",4
"815","lt195a257","Site1","APP-PS1","APPPS1","Female","4","Phase IV",4
"816","lt196a258","Site1","APP-PS1","APPPS1","Female","4","Phase IV",4
"817","lt199a261","Site1","APP-PS1","APPPS1","Female","4","Phase IV",4
"818","lt200a262","Site1","APP-PS1","APPPS1","Female","4","Phase IV",4
"819","lt203a265","Site1","APP-PS1","APPPS1","Female","4","Phase IV",4
"820","lt204a266","Site1","APP-PS1","APPPS1","Female","4","Phase IV",10
"821","lt207a269","Site1","APP-PS1","APPPS1","Female","4","Phase IV",4
"822","lt208a270","Site1","APP-PS1","APPPS1","Female","4","Phase IV",4
"823","lt211a273","Site1","APP-PS1","APPPS1","Female","4","Phase IV",4
"824","lt212a274","Site1","APP-PS1","APPPS1","Female","4","Phase IV",4
"825","gt114a251","Site2","APP-PS1","APPPS1","Female","4","Phase IV",11
"826","gt114a252","Site2","APP-PS1","APPPS1","Female","4","Phase IV",10
"827","gt115a253","Site2","APP-PS1","APPPS1","Female","4","Phase IV",23
"828","gt115a255","Site2","APP-PS1","APPPS1","Female","4","Phase IV",16
"829","gt115a256","Site2","APP-PS1","APPPS1","Female","4","Phase IV",17
"830","gt116a257","Site2","APP-PS1","APPPS1","Female","4","Phase IV",14
"831","gt116a259","Site2","APP-PS1","APPPS1","Female","4","Phase IV",10
"832","gt117a262","Site2","APP-PS1","APPPS1","Female","4","Phase IV",10
"833","gt117a263","Site2","APP-PS1","APPPS1","Female","4","Phase IV",11
"834","gt172a400","Site2","APP-PS1","APPPS1","Female","4","Phase IV",8
"835","gt172a401","Site2","APP-PS1","APPPS1","Female","4","Phase IV",15
"836","gt172a402","Site2","APP-PS1","APPPS1","Female","4","Phase IV",8
"837","gt172a403","Site2","APP-PS1","APPPS1","Female","4","Phase IV",10
"838","gt173a404","Site2","APP-PS1","APPPS1","Female","4","Phase IV",9
"839","gt173a406","Site2","APP-PS1","APPPS1","Female","4","Phase IV",9
"840","gt174a408","Site2","APP-PS1","APPPS1","Female","4","Phase IV",3
"841","lw15x030","Site1","3xTG-AD","B6129SF2/J","Female","4","Phase IV",2
"842","lw16x031","Site1","3xTG-AD","B6129SF2/J","Female","4","Phase IV",9
"843","lw16x032","Site1","3xTG-AD","B6129SF2/J","Female","4","Phase IV",4
"844","lw19x037","Site1","3xTG-AD","B6129SF2/J","Female","4","Phase IV",12
"845","lw19x038","Site1","3xTG-AD","B6129SF2/J","Female","4","Phase IV",13
"846","lw20x039","Site1","3xTG-AD","B6129SF2/J","Female","4","Phase IV",7
"847","lw23x045","Site1","3xTG-AD","B6129SF2/J","Female","4","Phase IV",12
"848","lw23x046","Site1","3xTG-AD","B6129SF2/J","Female","4","Phase IV",7
"849","lw24x047","Site1","3xTG-AD","B6129SF2/J","Female","4","Phase IV",6
"850","lw24x048","Site1","3xTG-AD","B6129SF2/J","Female","4","Phase IV",4
"851","gw01x001","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase IV",11
"852","gw04x006","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase IV",9
"853","gw05x007","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase IV",6
"854","gw05x008","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase IV",8
"855","gw06x009","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase IV",15
"856","gw07x010","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase IV",17
"857","gw08x011","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase IV",6
"858","gw58x097","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase IV",12
"859","gw58x098","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase IV",16
"860","gw58x099","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase IV",13
"861","gw59x101","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase IV",2
"862","gw59x102","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase IV",7
"863","gw60x103","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase IV",8
"864","gw60x104","Site2","3xTG-AD","B6129SF2/J","Female","4","Phase IV",13
"865","lw37f073","Site1","5xFAD","B6SJLF1/J","Female","4","Phase IV",7
"866","lw37f074","Site1","5xFAD","B6SJLF1/J","Female","4","Phase IV",13
"867","lw38f076","Site1","5xFAD","B6SJLF1/J","Female","4","Phase IV",6
"868","lw41f081","Site1","5xFAD","B6SJLF1/J","Female","4","Phase IV",7
"869","lw41f082","Site1","5xFAD","B6SJLF1/J","Female","4","Phase IV",9
"870","lw42f083","Site1","5xFAD","B6SJLF1/J","Female","4","Phase IV",19
"871","lw42f084","Site1","5xFAD","B6SJLF1/J","Female","4","Phase IV",17
"872","lw45f089","Site1","5xFAD","B6SJLF1/J","Female","4","Phase IV",4
"873","lw45f090","Site1","5xFAD","B6SJLF1/J","Female","4","Phase IV",13
"874","lw46f091","Site1","5xFAD","B6SJLF1/J","Female","4","Phase IV",2
"875","lw46f092","Site1","5xFAD","B6SJLF1/J","Female","4","Phase IV",7
"876","gw01f001","Site2","5xFAD","B6SJLF1/J","Female","4","Phase IV",8
"877","gw01f002","Site2","5xFAD","B6SJLF1/J","Female","4","Phase IV",9
"878","gw02f003","Site2","5xFAD","B6SJLF1/J","Female","4","Phase IV",14
"879","gw03f005","Site2","5xFAD","B6SJLF1/J","Female","4","Phase IV",7
"880","gw03f006","Site2","5xFAD","B6SJLF1/J","Female","4","Phase IV",9
"881","gw04f007","Site2","5xFAD","B6SJLF1/J","Female","4","Phase IV",8
"882","gw04f008","Site2","5xFAD","B6SJLF1/J","Female","4","Phase IV",15
"883","gw05f009","Site2","5xFAD","B6SJLF1/J","Female","4","Phase IV",7
"884","gw05f010","Site2","5xFAD","B6SJLF1/J","Female","4","Phase IV",6
"885","gw06f011","Site2","5xFAD","B6SJLF1/J","Female","4","Phase IV",9
"886","gw06f012","Site2","5xFAD","B6SJLF1/J","Female","4","Phase IV",13
"887","lw185a247","Site1","APP-PS1","C57BL6","Female","4","Phase IV",6
"888","lw186a248","Site1","APP-PS1","C57BL6","Female","4","Phase IV",16
"889","lw189a251","Site1","APP-PS1","C57BL6","Female","4","Phase IV",9
"890","lw190a252","Site1","APP-PS1","C57BL6","Female","4","Phase IV",17
"891","lw193a255","Site1","APP-PS1","C57BL6","Female","4","Phase IV",23
"892","lw194a256","Site1","APP-PS1","C57BL6","Female","4","Phase IV",13
"893","lw198a260","Site1","APP-PS1","C57BL6","Female","4","Phase IV",21
"894","lw201a263","Site1","APP-PS1","C57BL6","Female","4","Phase IV",12
"895","lw202a264","Site1","APP-PS1","C57BL6","Female","4","Phase IV",4
"896","lw206a268","Site1","APP-PS1","C57BL6","Female","4","Phase IV",10
"897","lw209a271","Site1","APP-PS1","C57BL6","Female","4","Phase IV",18
"898","lw210a272","Site1","APP-PS1","C57BL6","Female","4","Phase IV",17
"899","lw213a275","Site1","APP-PS1","C57BL6","Female","4","Phase IV",23
"900","gw108a232","Site2","APP-PS1","C57BL6","Female","4","Phase IV",8
"901","gw108a233","Site2","APP-PS1","C57BL6","Female","4","Phase IV",10
"902","gw108a234","Site2","APP-PS1","C57BL6","Female","4","Phase IV",12
"903","gw108a235","Site2","APP-PS1","C57BL6","Female","4","Phase IV",14
"904","gw128a237","Site2","APP-PS1","C57BL6","Female","4","Phase IV",17
"905","gw129a238","Site2","APP-PS1","C57BL6","Female","4","Phase IV",12
"906","gw129a239","Site2","APP-PS1","C57BL6","Female","4","Phase IV",7
"907","gw130a241","Site2","APP-PS1","C57BL6","Female","4","Phase IV",22
"908","gw131a242","Site2","APP-PS1","C57BL6","Female","4","Phase IV",16
"909","gw131a243","Site2","APP-PS1","C57BL6","Female","4","Phase IV",17
"910","gw132a244","Site2","APP-PS1","C57BL6","Female","4","Phase IV",12
"911","gw133a246","Site2","APP-PS1","C57BL6","Female","4","Phase IV",15
"912","lt03x009","Site1","3xTG-AD","3xTG-AD","Male","4","Phase IV",5
"913","lt03x010","Site1","3xTG-AD","3xTG-AD","Male","4","Phase IV",4
"914","lt04x011","Site1","3xTG-AD","3xTG-AD","Male","4","Phase IV",5
"915","lt04x012","Site1","3xTG-AD","3xTG-AD","Male","4","Phase IV",2
"916","lt07x013","Site1","3xTG-AD","3xTG-AD","Male","4","Phase IV",7
"917","lt07x014","Site1","3xTG-AD","3xTG-AD","Male","4","Phase IV",4
"918","lt08x015","Site1","3xTG-AD","3xTG-AD","Male","4","Phase IV",5
"919","lt08x016","Site1","3xTG-AD","3xTG-AD","Male","4","Phase IV",4
"920","lt11x021","Site1","3xTG-AD","3xTG-AD","Male","4","Phase IV",3
"921","lt11x022","Site1","3xTG-AD","3xTG-AD","Male","4","Phase IV",2
"922","lt12x023","Site1","3xTG-AD","3xTG-AD","Male","4","Phase IV",6
"923","lt12x024","Site1","3xTG-AD","3xTG-AD","Male","4","Phase IV",3
"924","gt07x013","Site2","3xTG-AD","3xTG-AD","Male","4","Phase IV",18
"925","gt08x014","Site2","3xTG-AD","3xTG-AD","Male","4","Phase IV",6
"926","gt09x015","Site2","3xTG-AD","3xTG-AD","Male","4","Phase IV",12
"927","gt10x016","Site2","3xTG-AD","3xTG-AD","Male","4","Phase IV",11
"928","gt10x017","Site2","3xTG-AD","3xTG-AD","Male","4","Phase IV",12
"929","gt11x018","Site2","3xTG-AD","3xTG-AD","Male","4","Phase IV",3
"930","gt12x019","Site2","3xTG-AD","3xTG-AD","Male","4","Phase IV",5
"931","gt13x020","Site2","3xTG-AD","3xTG-AD","Male","4","Phase IV",8
"932","gt14x021","Site2","3xTG-AD","3xTG-AD","Male","4","Phase IV",6
"933","gt15x022","Site2","3xTG-AD","3xTG-AD","Male","4","Phase IV",6
"934","gt16x023","Site2","3xTG-AD","3xTG-AD","Male","4","Phase IV",10
"935","lt27f053","Site1","5xFAD","5xFAD","Male","4","Phase IV",27
"936","lt27f054","Site1","5xFAD","5xFAD","Male","4","Phase IV",12
"937","lt28f055","Site1","5xFAD","5xFAD","Male","4","Phase IV",13
"938","lt28f056","Site1","5xFAD","5xFAD","Male","4","Phase IV",11
"939","lt31f061","Site1","5xFAD","5xFAD","Male","4","Phase IV",17
"940","lt31f062","Site1","5xFAD","5xFAD","Male","4","Phase IV",8
"941","lt32f063","Site1","5xFAD","5xFAD","Male","4","Phase IV",8
"942","lt32f064","Site1","5xFAD","5xFAD","Male","4","Phase IV",13
"943","lt35f069","Site1","5xFAD","5xFAD","Male","4","Phase IV",16
"944","lt35f070","Site1","5xFAD","5xFAD","Male","4","Phase IV",10
"945","lt36f071","Site1","5xFAD","5xFAD","Male","4","Phase IV",11
"946","lt36f072","Site1","5xFAD","5xFAD","Male","4","Phase IV",11
"947","gt08f013","Site2","5xFAD","5xFAD","Male","4","Phase IV",7
"948","gt08f014","Site2","5xFAD","5xFAD","Male","4","Phase IV",9
"949","gt09f015","Site2","5xFAD","5xFAD","Male","4","Phase IV",3
"950","gt10f016","Site2","5xFAD","5xFAD","Male","4","Phase IV",20
"951","gt10f017","Site2","5xFAD","5xFAD","Male","4","Phase IV",6
"952","gt11f019","Site2","5xFAD","5xFAD","Male","4","Phase IV",12
"953","gt12f020","Site2","5xFAD","5xFAD","Male","4","Phase IV",13
"954","gt12f021","Site2","5xFAD","5xFAD","Male","4","Phase IV",9
"955","gt13f022","Site2","5xFAD","5xFAD","Male","4","Phase IV",6
"956","gt14f023","Site2","5xFAD","5xFAD","Male","4","Phase IV",9
"957","gt14f024","Site2","5xFAD","5xFAD","Male","4","Phase IV",6
"958","lt172a234","Site1","APP-PS1","APPPS1","Male","4","Phase IV",4
"959","lt175a237","Site1","APP-PS1","APPPS1","Male","4","Phase IV",3
"960","lt179a241","Site1","APP-PS1","APPPS1","Male","4","Phase IV",4
"961","lt180a242","Site1","APP-PS1","APPPS1","Male","4","Phase IV",4
"962","lt183a245","Site1","APP-PS1","APPPS1","Male","4","Phase IV",4
"963","lt184a246","Site1","APP-PS1","APPPS1","Male","4","Phase IV",10
"964","lt225a287","Site1","APP-PS1","APPPS1","Male","4","Phase IV",17
"965","lt226a288","Site1","APP-PS1","APPPS1","Male","4","Phase IV",6
"966","lt229a291","Site1","APP-PS1","APPPS1","Male","4","Phase IV",7
"967","lt230a292","Site1","APP-PS1","APPPS1","Male","4","Phase IV",10
"968","gt122a280","Site2","APP-PS1","APPPS1","Male","4","Phase IV",11
"969","gt122a281","Site2","APP-PS1","APPPS1","Male","4","Phase IV",14
"970","gt122a282","Site2","APP-PS1","APPPS1","Male","4","Phase IV",11
"971","gt122a283","Site2","APP-PS1","APPPS1","Male","4","Phase IV",9
"972","gt123a284","Site2","APP-PS1","APPPS1","Male","4","Phase IV",12
"973","gt123a285","Site2","APP-PS1","APPPS1","Male","4","Phase IV",6
"974","gt123a286","Site2","APP-PS1","APPPS1","Male","4","Phase IV",9
"975","gt123a287","Site2","APP-PS1","APPPS1","Male","4","Phase IV",13
"976","gt124a288","Site2","APP-PS1","APPPS1","Male","4","Phase IV",12
"977","gt124a289","Site2","APP-PS1","APPPS1","Male","4","Phase IV",10
"978","gt124a290","Site2","APP-PS1","APPPS1","Male","4","Phase IV",11
"979","gt124a291","Site2","APP-PS1","APPPS1","Male","4","Phase IV",21
"980","gt125a292","Site2","APP-PS1","APPPS1","Male","4","Phase IV",15
"981","gt125a293","Site2","APP-PS1","APPPS1","Male","4","Phase IV",10
"982","gt125a295","Site2","APP-PS1","APPPS1","Male","4","Phase IV",9
"983","lw02x003","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase IV",6
"984","lw02x004","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase IV",10
"985","lw05x005","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase IV",8
"986","lw05x006","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase IV",4
"987","lw09x017","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase IV",9
"988","lw09x018","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase IV",2
"989","lw10x019","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase IV",10
"990","lw10x020","Site1","3xTG-AD","B6129SF2/J","Male","4","Phase IV",2
"991","gw09x013","Site2","3xTG-AD","B6129SF2/J","Male","4","Phase IV",4
"992","gw09x014","Site2","3xTG-AD","B6129SF2/J","Male","4","Phase IV",7
"993","gw10x015","Site2","3xTG-AD","B6129SF2/J","Male","4","Phase IV",14
"994","gw11x016","Site2","3xTG-AD","B6129SF2/J","Male","4","Phase IV",12
"995","gw12x017","Site2","3xTG-AD","B6129SF2/J","Male","4","Phase IV",13
"996","gw13x018","Site2","3xTG-AD","B6129SF2/J","Male","4","Phase IV",11
"997","gw14x019","Site2","3xTG-AD","B6129SF2/J","Male","4","Phase IV",5
"998","gw15x020","Site2","3xTG-AD","B6129SF2/J","Male","4","Phase IV",12
"999","gw16x021","Site2","3xTG-AD","B6129SF2/J","Male","4","Phase IV",12
"1000","gw18x023","Site2","3xTG-AD","B6129SF2/J","Male","4","Phase IV",10
"1001","lw25f049","Site1","5xFAD","B6SJLF1/J","Male","4","Phase IV",12
"1002","lw25f050","Site1","5xFAD","B6SJLF1/J","Male","4","Phase IV",12
"1003","lw26f051","Site1","5xFAD","B6SJLF1/J","Male","4","Phase IV",16
"1004","lw26f052","Site1","5xFAD","B6SJLF1/J","Male","4","Phase IV",6
"1005","lw29f057","Site1","5xFAD","B6SJLF1/J","Male","4","Phase IV",11
"1006","lw29f058","Site1","5xFAD","B6SJLF1/J","Male","4","Phase IV",15
"1007","lw30f059","Site1","5xFAD","B6SJLF1/J","Male","4","Phase IV",11
"1008","lw30f060","Site1","5xFAD","B6SJLF1/J","Male","4","Phase IV",12
"1009","lw33f065","Site1","5xFAD","B6SJLF1/J","Male","4","Phase IV",12
"1010","lw33f066","Site1","5xFAD","B6SJLF1/J","Male","4","Phase IV",7
"1011","lw34f067","Site1","5xFAD","B6SJLF1/J","Male","4","Phase IV",12
"1012","lw34f068","Site1","5xFAD","B6SJLF1/J","Male","4","Phase IV",10
"1013","gw07f013","Site2","5xFAD","B6SJLF1/J","Male","4","Phase IV",8
"1014","gw07f014","Site2","5xFAD","B6SJLF1/J","Male","4","Phase IV",9
"1015","gw09f017","Site2","5xFAD","B6SJLF1/J","Male","4","Phase IV",14
"1016","gw09f018","Site2","5xFAD","B6SJLF1/J","Male","4","Phase IV",8
"1017","gw10f019","Site2","5xFAD","B6SJLF1/J","Male","4","Phase IV",8
"1018","gw10f020","Site2","5xFAD","B6SJLF1/J","Male","4","Phase IV",7
"1019","gw11f022","Site2","5xFAD","B6SJLF1/J","Male","4","Phase IV",9
"1020","gw12f023","Site2","5xFAD","B6SJLF1/J","Male","4","Phase IV",15
"1021","lw169a231","Site1","APP-PS1","C57BL6","Male","4","Phase IV",13
"1022","lw170a232","Site1","APP-PS1","C57BL6","Male","4","Phase IV",4
"1023","lw173a235","Site1","APP-PS1","C57BL6","Male","4","Phase IV",3
"1024","lw174a236","Site1","APP-PS1","C57BL6","Male","4","Phase IV",3
"1025","lw177a239","Site1","APP-PS1","C57BL6","Male","4","Phase IV",7
"1026","lw178a240","Site1","APP-PS1","C57BL6","Male","4","Phase IV",4
"1027","lw181a243","Site1","APP-PS1","C57BL6","Male","4","Phase IV",17
"1028","lw182a244","Site1","APP-PS1","C57BL6","Male","4","Phase IV",4
"1029","lw224a286","Site1","APP-PS1","C57BL6","Male","4","Phase IV",17
"1030","lw227a289","Site1","APP-PS1","C57BL6","Male","4","Phase IV",10
"1031","lw228a290","Site1","APP-PS1","C57BL6","Male","4","Phase IV",22
"1032","lw231a293","Site1","APP-PS1","C57BL6","Male","4","Phase IV",15
"1033","gw135a266","Site2","APP-PS1","C57BL6","Male","4","Phase IV",11
"1034","gw135a267","Site2","APP-PS1","C57BL6","Male","4","Phase IV",12
"1035","gw137a270","Site2","APP-PS1","C57BL6","Male","4","Phase IV",8
"1036","gw137a271","Site2","APP-PS1","C57BL6","Male","4","Phase IV",5
"1037","gw138a272","Site2","APP-PS1","C57BL6","Male","4","Phase IV",25
"1038","gw138a273","Site2","APP-PS1","C57BL6","Male","4","Phase IV",13
"1039","gw139a275","Site2","APP-PS1","C57BL6","Male","4","Phase IV",17
"1040","gw140a276","Site2","APP-PS1","C57BL6","Male","4","Phase IV",24
"1041","gw140a277","Site2","APP-PS1","C57BL6","Male","4","Phase IV",13
"1042","gw141a278","Site2","APP-PS1","C57BL6","Male","4","Phase IV",4
"1043","gw141a279","Site2","APP-PS1","C57BL6","Male","4","Phase IV",7
