"","Database","AnimalID","TestSite","Mouse.Strain","Genotype","Sex","Age.Months","Stimulus.Length","Date","Day","Max.number.of.trials","Max.schedule.time","Condition","Trials","Accuracy..","Omission..","Premature.Responses...Total","Perseverative.Correct...Total","Reward.Collection.Latency.1","Reward.Collection.Latency.2","Reward.Collection.Latency.3","Reward.Collection.Latency.4","Reward.Collection.Latency.5","Reward.Collection.Latency.6","Reward.Collection.Latency.7","Reward.Collection.Latency.8","Reward.Collection.Latency.9","Reward.Collection.Latenc.10","Reward.Collection.Latency.11","Reward.Collection.Latency.12","Reward.Collection.Latency.13","Reward.Collection.Latency.14","Reward.Collection.Latency.15","Reward.Collection.Latency.16","Reward.Collection.Latency.17","Reward.Collection.Latency.18","Reward.Collection.Latency.19","Reward.Collection.Latency.20","Reward.Collection.Latency.21","Reward.Collection.Latency.22","Reward.Collection.Latency.23","Reward.Collection.Latency.24","Reward.Collection.Latency.25","Reward.Collection.Latency.26","Reward.Collection.Latency.27","Reward.Collection.Latency.28","Reward.Collection.Latency.29","Reward.Collection.Latency.30","Reward.Collection.Latency.31","Reward.Collection.Latency.32","Reward.Collection.Latency.33","Reward.Collection.Latency.34","Reward.Collection.Latency.35","Reward.Collection.Latency.36","Reward.Collection.Latency.37","Reward.Collection.Latency.38","Reward.Collection.Latency.39","Reward.Collection.Latency.40","Reward.Collection.Latency.41","Reward.Collection.Latency.42","Reward.Collection.Latency.43","Reward.Collection.Latency.44","Reward.Collection.Latency.45","Reward.Collection.Latency.46","Reward.Collection.Latency.47","Reward.Collection.Latency.48","Reward.Collection.Latency.49","Reward.Collection.Latency.50","Mean.Reward.Collection.Latency","std.Reward.Collection.Latency","Correct.Response.Latency.1","Correct.Response.Latency.2","Correct.Response.Latency.3","Correct.Response.Latency.4","Correct.Response.Latency.5","Correct.Response.Latency.6","Correct.Response.Latency.7","Correct.Response.Latency.8","Correct.Response.Latency.9","Correct.Response.Latenc.10","Correct.Response.Latency.11","Correct.Response.Latency.12","Correct.Response.Latency.13","Correct.Response.Latency.14","Correct.Response.Latency.15","Correct.Response.Latency.16","Correct.Response.Latency.17","Correct.Response.Latency.18","Correct.Response.Latency.19","Correct.Response.Latency.20","Correct.Response.Latency.21","Correct.Response.Latency.22","Correct.Response.Latency.23","Correct.Response.Latency.24","Correct.Response.Latency.25","Correct.Response.Latency.26","Correct.Response.Latency.27","Correct.Response.Latency.28","Correct.Response.Latency.29","Correct.Response.Latency.30","Correct.Response.Latency.31","Correct.Response.Latency.32","Correct.Response.Latency.33","Correct.Response.Latency.34","Correct.Response.Latency.35","Correct.Response.Latency.36","Correct.Response.Latency.37","Correct.Response.Latency.38","Correct.Response.Latency.39","Correct.Response.Latency.40","Correct.Response.Latency.41","Correct.Response.Latency.42","Correct.Response.Latency.43","Correct.Response.Latency.44","Correct.Response.Latency.45","Correct.Response.Latency.46","Correct.Response.Latency.47","Correct.Response.Latency.48","Correct.Response.Latency.49","Correct.Response.Latency.50","Mean.Correct.Response.Latency","std.Correct.Response.Latency"
"763","GUE5CAPP7MM","gw138a273","Site2","APP-PS1","C57BL6","Male","7","0.6",2015-11-30,NA,NA,3600,3490.786,47.5,66.85,36.8,1,5,1.41730045,1.38778525,1.40878645,1.6579634,1.3758656,1.43035535,1.22715405,1.3049154,1.630151,1.52457715,1.34578275,1.44511295,1.1732319,1.2583721,1.7277784,1.4360313,1.6766943,1.37245995,1.4570326,1.1862868,2.0637984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42465227222222,0.251660103509711,0.912702915,1.87308435,0.570439325,0.98195028,0.989329095,1.472357815,1.21864003,1.64207061,1.50414349,0.652741515,0.77250539,0.597116585,1.020547165,0.67601317,0.9036213,0.9484618,0.78953343,0.739584515,0.959246225,0.895107275,0.54376206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.906342178928571,0.33254540455527
"764","GUE5CAPP7MM","gw138a274","Site2","APP-PS1","C57BL6","Male","7","0.6",2015-12-05,NA,NA,3600,2536.8925,50,68.2,43,2.5,4,1.4723578,2.88171185,1.2061528,1.10057895,1.1686911,1.06595525,1.06482005,1.5427404,1.1369054,1.1221478,1.01487115,1.06595525,1.1681235,1.1607447,1.2430469,1.0727665,1.3259167,4.6986037,1.0205472,1.2929958,1.882166,0.9967079,1.0648201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19598462380952,0.217593561155263,0.814507885,0.98138268,1.07276649,0.844023155,1.722102395,1.56998524,1.016573955,0.511408785,1.247020095,1.106254965,0.803723465,1.15960949,0.9921671,0.59881939,1.006924735,0.618685435,0.54716767,0.82302191,0.49040754,0.5585197,0.53127483,0.25087978,0.74582813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.931993649660326,0.450226821483665
"765","GUE5CAPP7MM","gw139a275","Site2","APP-PS1","C57BL6","Male","7","0.6",2015-12-10,NA,NA,3600,1750.4175,50,66.95,36,1,5.5,1.56601205,1.40708365,2.070042,1.1686911,1.15620385,1.31513225,1.2055852,1.1709615,1.2192076,1.23226245,1.2561017,1.08809175,1.13349985,1.1181746,1.3787036,1.3321603,1.35656715,1.14541945,1.5512544,1.1545011,1.3792712,1.5858781,1.5268475,1.2895902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31721096326754,0.239466957534673,1.30605063,0.91951413,1.01714156,0.85764559,0.78499262,0.77137019,0.4750823,0.63060506,1.236235665,0.86615961,0.69247361,0.97457146,1.15166307,0.78328982,0.957543425,0.70269043,1.05176524,0.7316381,1.26745374,1.7243728,1.21807243,1.75502327,0.862754,1.07049608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.944801020635965,0.337981471185012
"766","GUE5CAPP7MM","gw140a276","Site2","APP-PS1","C57BL6","Male","7","0.6",2015-12-16,NA,NA,3600,3392.806,45.5,68.2,47.6,3.5,1,1.70507435,1.0846861,1.05517085,1.0784425,1.212964,1.28164375,0.96151665,1.04949485,1.05460325,1.02395275,1.2964014,1.1607447,1.11420135,1.2260188,1.5120899,1.0773073,1.3588376,1.0943353,0.9399478,1.0284936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16627879903846,0.232435468832959,1.373027585,1.35259394,1.06822568,1.06879328,1.75899648,0.753206945,0.735611305,1.485412645,0.828130325,0.774775795,1.08298331,0.929730955,1.118174595,0.93200136,0.68225678,1.05687365,0.58462936,2.05698717,0.52673402,0.92632535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03004242467611,0.355236574101577
"767","GUE5CAPP7MM","gw140a277","Site2","APP-PS1","C57BL6","Male","7","0.6",2015-11-30,NA,NA,3600,1610.816,50,68.65,33,3,9,1.22999205,1.05971165,1.1340674,1.4774662,1.73004885,1.15223065,1.22942445,1.05573845,1.40424565,1.2583721,1.0778749,1.13520265,1.30832105,1.0188444,1.2027472,1.05517085,1.23453285,1.2402089,1.68804635,1.05346805,0.98251785,1.32705185,1.6222046,1.618799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24687604337121,0.293088342385402,1.196503575,1.31569985,0.89226927,1.177772735,0.397888525,2.09615166,0.967760245,1.03019639,1.232262455,1.05006244,2.637075715,1.371324785,1.11476899,0.95300261,0.72482688,1.09036213,0.713474855,1.2504257,1.104552165,1.67328868,1.48995346,0.862754,0.54830287,1.2918606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06325123469979,0.398407435982333
"768","GUE5CAPP7MM","gw141a278","Site2","APP-PS1","C57BL6","Male","7","0.6",2015-12-05,NA,NA,3600,2222.077,50,68.35,40,5,5.5,1.308321,1.7675105,1.10795775,1.1635827,1.7124532,1.2929958,1.48768305,1.3310251,1.26802135,1.47860145,1.15223065,1.40140765,1.48200705,1.10568735,1.7249404,1.1675559,1.31569985,1.7680781,0.9933023,2.21705075,4.6032467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36796398184211,0.370877876079114,0.92235214,0.92689295,1.222045635,1.09944375,0.643659895,0.76285617,0.88659326,0.933136565,0.300261095,0.562492905,1.329322285,1.21523442,0.737881715,0.644227495,1.342944715,0.80996708,1.15620388,1.255534115,1.180610735,0.586332165,5.31161312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9258996485,0.398119936261531
"769","GUE5CAPP7MM","gw141a279","Site2","APP-PS1","C57BL6","Male","7","0.6",2015-12-10,NA,NA,3600,2831.3055,49.5,69.95,22.2,7,5,2.08934045,1.479169,2.99466455,1.311159,1.27029175,2.5865592,1.3037802,1.30775345,1.0023839,1.5478488,1.79475535,1.0358724,1.10511975,1.120445,1.3003746,1.65853105,1.19593595,1.0767397,1.35259395,1.28731975,1.23112725,1.0750369,1.5041435,1.2964014,1.2226132,1.1215802,1.1340674,1.4871155,1.1669883,1.294131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29180898934169,0.302907567697752,2.21364514,0.705528435,1.114201385,1.010330345,1.3787036,1.05573845,0.649903505,1.06879328,1.074469295,1.02395278,1.16812351,0.772505395,0.95300261,1.002383925,1.355431945,1.00749234,0.78499262,1.21126121,0.816210695,0.513111595,0.79804745,0.60052219,1.304347825,1.456464975,0.46770349,0.58122375,1.40538086,1.731184,0.84004995,1.22261324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04441480333333,0.517375591885276
"770","LON5C3XTG10MF","lt13x025","Site1","3xTG-AD","3xTG-AD","Female","10","0.8",2014-10-22,NA,NA,3600,1927.075,50,76.85,27,4.5,3.5,1.6352594,1.31626745,1.3821092,1.44113975,1.2668861,1.27029175,1.3679192,1.09830855,1.27823815,1.32251105,1.48257465,1.3276195,1.294131,1.32648425,1.30832105,1.2453173,1.44624815,1.32648425,1.3060506,1.294131,1.2833466,1.2078556,1.52287435,1.17379955,1.3384039,1.13974345,1.31853785,1.2674537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32101097678571,0.166013011725835,1.79134976,2.251674425,1.468384605,1.59155409,1.252696105,1.614258145,0.695311615,1.4229765,0.92973096,1.08468612,2.131342945,1.324213875,1.102281755,2.124531725,1.00976274,1.315132255,2.161425815,0.87467363,2.69837666,0.80145306,0.937109775,0.980815075,1.24588489,1.38721762,1.027925985,1.639800205,2.089340445,0.9461914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42500364928571,0.742466624672789
"771","LON5C3XTG10MF","lt13x026","Site1","3xTG-AD","3xTG-AD","Female","10","0.8",2014-09-29,NA,NA,3600,1382.8315,50,86.25,28,4.5,11,4.652628,1.68804635,1.88330115,2.21023955,1.69712795,1.9360881,2.17788625,1.57452605,1.3281871,2.1608582,1.57055285,1.64717905,1.9338177,1.39346125,1.5103871,2.1018277,1.65682825,1.81348625,1.65455785,2.34305825,1.91508685,1.74310365,1.3645136,1.551822,1.7771597,1.47803385,1.6080145,3.4669088,1.366784,1.8412987,1.4893859,1.8106482,1.5836077,1.54047,2.5360427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76532852118736,0.422598282896982,1.752752865,1.820865025,1.75729368,2.52355545,0.833806335,3.85798615,2.696106255,1.2487229,1.619934155,0.90191849,0.851401975,3.033261435,1.01146555,1.10341696,1.165285505,2.98728573,1.291860595,0.98308548,0.72539448,1.15052787,1.38494721,0.837779545,2.977068905,1.434328525,3.68032694,1.472925415,1.180043135,1.3134295,0.79123624,1.56885004,0.92519015,2.21137473,2.20115791,1.0966057,4.19003292,1.0750369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42735649128571,0.868774036828665
"772","LON5C3XTG10MF","lt17x033","Site1","3xTG-AD","3xTG-AD","Female","10","0.8",2014-10-21,NA,NA,3600,3600,22,75,45.5,7,2,1.7834033,1.5030083,1.5393348,1.4723578,1.641503,1.5086843,1.4973323,1.131797,1.311159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49619707142857,0.0983070764666463,5.01873084,1.37359519,1.14768986,1.00238393,0.72993529,0.57327733,1.76410489,3.97547962,2.43046884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.00174064333333,1.54186711483683
"773","LON5C3XTG10MF","lt17x034","Site1","3xTG-AD","3xTG-AD","Female","10","0.8",2014-09-29,NA,NA,3600,1525.832,50,79.25,37,0,7.5,3.68316495,1.36735155,1.5416052,2.18299465,1.28675215,1.5512544,1.8441367,1.4207061,1.30945625,2.52128505,1.68520835,3.50664095,3.6184584,1.5960949,6.39573165,1.8129186,1.35883755,1.61539335,2.42876605,2.39016915,1.49335905,1.5540924,1.2958338,1.6392326,1.725508,1.5858781,1.9650358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81862268974359,0.746332584191602,1.017709165,1.463276195,0.76399137,2.852196615,1.55976842,2.013849475,2.24997162,1.54330798,1.427517315,0.928595755,1.955386535,1.014303555,3.033261435,0.88375525,1.71188557,0.67090476,2.51560904,1.925303665,2.13815416,1.19139516,2.49233738,1.740265635,1.282778975,0.82869792,5.29117948,1.27710296,1.36905438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64055763881271,0.847159820973357
"774","LON5C3XTG10MF","lt18x035","Site1","3xTG-AD","3xTG-AD","Female","10","0.8",2014-10-04,NA,NA,3600,2711.9095,50,62.7,20,13.5,14,3.46690885,1.76353725,1.74537405,1.5075491,1.9780906,1.4553298,1.2106936,2.03995915,1.53649675,1.1703939,1.44057215,1.1499603,1.27142695,2.05358155,1.74821205,5.09989785,1.38494725,2.4673629,2.31184015,2.57634235,1.3281871,1.2555341,1.15336585,2.151209,1.1942332,2.0479055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.664239052,0.578773371688819,1.247587695,2.0263367,1.10341696,0.79804745,0.399023725,1.2487229,1.48711545,1.5092519,1.28902259,1.15506868,1.03757521,1.31513225,1.011465545,0.9490294,1.747644455,0.95186741,0.85367238,1.80610739,1.326484275,1.38551481,1.09149733,0.9058917,0.889431265,4.20365535,0.65274151,1.19877398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18792144338261,0.533085067645172
"775","LON5C3XTG10MF","lt21x041","Site1","3xTG-AD","3xTG-AD","Female","10","0.8",2014-10-22,NA,NA,3600,2165.7035,50,87.95,61,2,6,4.8666137,1.3429447,1.20217955,1.1737995,1.30548305,1.1244182,2.4582813,1.1703939,1.24077645,1.40140765,1.803837,1.1522307,1.0591441,1.2226132,1.7606993,1.3100238,1.2112612,1.1896924,1.7175616,1.4712226,1.3270519,0.9569758,1.3066182,0.946759,0.9388126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.30044556319444,0.21583851432242,1.28561698,0.946191395,1.070496085,0.87070042,0.8633216,1.02565558,1.143716655,1.136337835,0.849699175,0.7776138,0.48586673,1.85946191,1.18515155,0.84686116,1.17720513,0.68225678,0.61527983,0.57327733,0.44726984,0.83096833,0.54149166,1.53252356,0.76285617,1.50187308,1.45646498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9901464405,0.268454655408485
"776","LON5C3XTG10MF","lt21x042","Site1","3xTG-AD","3xTG-AD","Female","10","0.8",2014-09-29,NA,NA,3600,1812.001,50,73.95,31,15.5,8,1.75956405,1.73629245,1.48257465,1.2895902,1.15223065,1.33102505,1.40424565,1.464979,1.3395391,1.2895902,1.35713475,2.05301395,1.22885685,1.11249855,1.54330795,1.28107615,1.90600525,1.44341015,1.4632762,1.8089454,1.0052219,1.2504257,1.30207745,0.8911341,1.9480077,1.3225111,0.9649222,0.9263254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38207971850649,0.325711790622415,0.99500511,2.372573505,0.75718016,1.56885004,1.39686684,1.29696901,1.276535365,0.934271765,1.199909185,1.18571915,0.755477355,3.94823476,1.18515155,1.27767056,0.947326595,1.054035645,3.60426836,0.954137815,0.937109775,1.050630035,1.40084005,1.542172775,0.99727551,1.61879896,0.73561131,1.32251107,0.59371098,0.8003179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16489358910714,0.500317050590252
"777","LON5C3XTG10MF","lt22x043","Site1","3xTG-AD","3xTG-AD","Female","10","0.8",2014-10-04,NA,NA,3600,1126.0655,50,78.65,27,4,6.5,1.44851855,0.98592345,1.34748555,1.36167555,2.09671925,1.04381885,1.0529004,1.10057895,1.56260645,1.15733905,2.1097741,1.52684755,1.23793845,1.1613123,1.4201385,1.4757634,1.18061075,1.23737085,1.2027472,1.0693609,1.369622,1.37189235,1.18685435,1.78794415,2.17902145,1.8083778,2.1903735,1.0744693,1.4927915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35824967843915,0.392630117846924,1.84413668,2.17277784,1.068225675,3.476558065,0.583494155,1.47349302,1.60687933,0.84913157,1.250993305,1.5529572,0.99557271,1.053468045,1.6806675,1.73686003,0.989896695,0.79350664,0.9915995,0.75888296,1.162447495,1.8112158,0.78158701,1.197071175,1.475763425,1.02735838,3.453286415,1.00011352,1.414462485,1.0443864,1.02281757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.30959813714286,0.673264867965664
"778","LON5C3XTG10MF","lt22x044","Site1","3xTG-AD","3xTG-AD","Female","10","0.8",2014-10-15,NA,NA,3600,1665.117,50,88.45,28,5,11.5,1.3384039,1.82994665,1.4224089,1.28164375,1.32251105,1.2578045,1.1715291,1.3384039,1.2453173,1.39856965,1.4473834,1.2010444,1.3730276,1.456465,1.2975366,1.4326257,1.20217955,1.13804065,1.2345329,1.22488365,1.2952662,1.2833466,1.25553415,1.36110795,1.1573391,1.2123964,1.23055965,1.6517198,1.4768986,1.2328301,1.0546032,1.5313883,1.7947554,1.1976388,1.557498,1.5836077,1.4053809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3249041993994,0.186046028974702,0.82926552,2.35384266,0.71120445,0.851969575,0.846293565,0.62549665,0.721988875,1.33897151,1.299239415,0.8173459,0.801453055,1.580769665,1.39289363,0.93881258,0.66920195,0.970598255,0.809967075,0.942218185,0.5176524,0.83153593,1.36054036,1.00181632,1.187989555,0.745828135,1.63355659,1.169258715,1.684640705,0.8604836,1.39743444,0.84686116,2.78919287,0.90135089,0.36212964,2.6631854,0.79123624,0.6902032,0.6845272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.933628041011765,0.355228751365538
"779","GUE5C3XTG10MF","gt01x001","Site2","3xTG-AD","3xTG-AD","Female","10","0.8",2014-10-07,NA,NA,3600,1212.2725,50,91.2,34,2.5,9.5,1.23566805,1.5455784,1.08922695,1.3747304,1.3361335,1.33159265,1.1590419,1.0330344,1.1130662,1.26972415,1.0977409,1.302645,1.193098,1.1221478,1.29015775,1.5535248,1.4104893,1.01657395,1.3372687,1.299807,1.0676581,1.120445,1.2470201,1.3633784,1.53536155,1.13520265,1.2123964,1.109093,1.3701896,0.9978431,1.1329322,1.2782382,1.0239528,1.3440799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24530830045249,0.222236940856336,1.87365195,0.995005105,0.7322057,0.876376435,0.818481095,0.79407424,0.76115337,1.08979453,2.21080713,0.97003065,0.748666135,2.304461345,1.083550915,0.619253035,0.83323873,0.90929731,0.881484845,0.846861165,0.80656147,0.70609604,1.165853105,0.954137815,0.846293565,0.744125325,0.80939948,0.5607901,1.131229425,1.030764,0.54149166,0.98649109,0.98649109,0.76058576,0.92973096,0.2894767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.943467680011312,0.411017215891244
"780","GUE5C3XTG10MF","gt02x003","Site2","3xTG-AD","3xTG-AD","Female","10","0.8",2014-10-20,NA,NA,3600,1630.172,50,69.95,17,12.5,6,1.4751958,1.52798275,1.37302755,1.22431605,1.22885685,1.18515155,1.4280849,1.09433535,1.2964014,1.19082755,1.18401635,1.1334998,1.42751735,1.74253605,1.41503005,1.14371665,1.907708,1.487683,1.26802135,1.3594052,0.9961403,1.5870133,1.2578045,1.201612,1.20331475,1.31399705,1.5069815,1.25610175,1.19139515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31239140412562,0.220768812364487,0.87183562,0.587467365,0.838914745,1.221478035,2.999772955,1.234532865,0.748666135,1.713588375,0.573844935,1.710182765,1.25950732,0.781019415,1.04154842,2.623453285,1.027925985,3.29719605,1.31569985,0.69758202,1.046089225,2.398683165,1.18912476,0.928595755,1.40821887,0.82926552,1.502440685,0.645930295,3.1025088,1.01203315,1.57736406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11364158027473,0.516967724730674
"781","GUE5C3XTG10MF","gt02x004","Site2","3xTG-AD","3xTG-AD","Female","10","0.8",2014-10-01,NA,NA,3600,1635.0795,50,82.75,30,6,2.5,1.1664207,1.0880917,0.92291975,1.04722445,1.123283,1.26234535,0.92632535,1.1550687,1.0835509,1.1193098,1.05233285,1.1635827,1.01146555,1.15904185,2.5525031,0.958111,1.22545125,1.10284935,0.99897835,0.8973777,1.02508795,0.8752412,0.9024861,1.0863889,0.9671926,0.9717335,1.0182768,0.8990805,1.1647179,1.2180724,1.0784425,1.1045522,1.0682257,0.9365422,1.2192076,1.1329322,0.9853559,0.9705982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06601225199485,0.139898490656745,1.898058805,0.69531161,1.70847996,1.230559655,1.12895902,1.12498581,1.34918833,0.34793961,1.100011355,1.023385175,1.07276649,1.107957775,0.924054945,0.794074245,0.690770805,0.87353843,0.93938018,1.16812351,2.066068795,0.963787035,1.195935975,1.34975593,0.92405494,0.6470655,0.67885117,0.84913157,1.30434783,1.0557385,0.45067545,0.57781814,0.96265183,1.16925871,0.85140198,1.7402656,0.97627426,1.2487229,0.9422182,1.61198774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04992352401316,0.427472876916587
"782","GUE5C3XTG10MF","gt03x005","Site2","3xTG-AD","3xTG-AD","Female","10","0.8",2014-10-13,NA,NA,3600,976.934,50,89.3,16,1.5,4.5,1.07219885,1.09887615,1.80213415,1.1210126,1.2538313,1.2492905,2.69610625,1.58360765,1.53309115,1.17323195,1.2231808,1.0659553,1.28504935,1.22204565,1.3741628,1.4700874,1.0790101,1.1630151,1.16982635,1.6432058,1.2436145,1.02565555,1.1737995,1.18685435,1.13009425,1.0301964,1.02679075,1.14144625,1.18798955,0.9915995,1.09547055,1.10001135,2.27778405,1.0693609,1.1851515,1.3474855,1.0500624,1.4496538,1.1352026,1.3384039,1.3145646,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21146495889894,0.227188422661583,1.58474288,1.514927915,1.824838235,0.929730955,1.040413215,1.11249858,1.042116015,0.77307299,1.472357815,1.242479285,1.382109205,1.34407992,1.433193325,1.43432853,1.272562155,1.34010671,1.23680327,1.00805994,1.294698605,0.933704165,0.98251788,0.81337269,1.11306618,0.761153365,0.766261775,1.61539335,1.394028835,1.10455215,0.97003065,1.42751731,1.119309795,0.71120445,1.3792712,1.3327279,1.4655466,0.5914406,1.4950619,1.23510047,1.38381201,0.9728687,0.8309683,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20752212728838,0.479113162502722
"783","GUE5C3XTG10MF","gt03x006","Site2","3xTG-AD","3xTG-AD","Female","10","0.8",2014-10-07,NA,NA,3600,998.6955,50,79.1,9,4.5,13,1.02338515,0.9876263,1.1545011,1.48200705,1.66534225,1.55976845,1.19593595,1.2481553,1.1681235,1.462141,1.27029175,1.18515155,1.25893975,0.9961403,1.3401067,1.03189915,3.29606085,1.26348055,1.36905435,1.2901578,1.09490295,1.1669883,1.1266886,1.44227495,2.04563515,1.1187422,1.18798955,1.03587245,1.14428425,1.08355095,1.26518335,1.0909297,1.14144625,1.31172665,1.19025995,1.2407765,1.4916563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19914624756757,0.171076694342678,1.10341696,1.49960268,1.06936088,0.840049945,0.51027358,0.97911227,0.88318765,0.85707799,1.41332728,0.744125325,0.48756953,1.044386425,0.89567488,1.317402655,0.51424679,2.00420025,0.73731411,0.82699512,0.697582015,1.035872405,0.955273015,0.953570215,0.662390735,0.578953345,2.276648885,0.69701442,0.889998865,1.3690544,1.23226246,0.791803835,1.21807243,0.987626295,0.70269043,0.59427855,0.91724373,0.3746169,0.9819503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.898508247982026,0.392177804284248
