"","Database","AnimalID","TestSite","Mouse.Strain","Genotype","Sex","Age.Months","Task","Day"
"1","GUEPD3XTG3MF","gt66x120","Site2","3xTG-AD","3xTG-AD","Female","4","PD Acquisition 1",13
"2","GUEPD3XTG3MF","gt66x121","Site2","3xTG-AD","3xTG-AD","Female","4","PD Acquisition 1",6
"3","GUEPD3XTG3MF","gt66x122","Site2","3xTG-AD","3xTG-AD","Female","4","PD Acquisition 1",10
"4","GUEPD3XTG3MF","gt67x123","Site2","3xTG-AD","3xTG-AD","Female","4","PD Acquisition 1",12
"5","GUEPD3XTG3MF","gt67x124","Site2","3xTG-AD","3xTG-AD","Female","4","PD Acquisition 1",14
"6","GUEPD3XTG3MF","gt67x125","Site2","3xTG-AD","3xTG-AD","Female","4","PD Acquisition 1",9
"7","GUEPD3XTG3MF","gt68x126","Site2","3xTG-AD","3xTG-AD","Female","4","PD Acquisition 1",8
"8","GUEPD3XTG3MF","gt68x127","Site2","3xTG-AD","3xTG-AD","Female","4","PD Acquisition 1",6
"9","GUEPD3XTG3MF","gt68x128","Site2","3xTG-AD","3xTG-AD","Female","4","PD Acquisition 1",8
"10","GUEPD3XTG3MF","gt69x129","Site2","3xTG-AD","3xTG-AD","Female","4","PD Acquisition 1",8
"11","GUEPD3XTG3MF","gt69x130","Site2","3xTG-AD","3xTG-AD","Female","4","PD Acquisition 1",21
"12","GUEPD3XTG3MF","gt69x131","Site2","3xTG-AD","3xTG-AD","Female","4","PD Acquisition 1",14
"13","GUEPD3XTG3MF","gt70x132","Site2","3xTG-AD","3xTG-AD","Female","4","PD Acquisition 1",13
"14","GUEPD3XTG3MF","gt70x133","Site2","3xTG-AD","3xTG-AD","Female","4","PD Acquisition 1",8
"15","GUEPD3XTG3MF","gt70x134","Site2","3xTG-AD","3xTG-AD","Female","4","PD Acquisition 1",19
"16","GUEPD5FAD3MF","gt178f422","Site2","5xFAD","5xFAD","Female","4","PD Acquisition 1",24
"17","GUEPD5FAD3MF","gt178f423","Site2","5xFAD","5xFAD","Female","4","PD Acquisition 1",8
"18","GUEPD5FAD3MF","gt178f424","Site2","5xFAD","5xFAD","Female","4","PD Acquisition 1",13
"19","GUEPD5FAD3MF","gt178f425","Site2","5xFAD","5xFAD","Female","4","PD Acquisition 1",18
"20","GUEPD5FAD3MF","gt179f426","Site2","5xFAD","5xFAD","Female","4","PD Acquisition 1",18
"21","GUEPD5FAD3MF","gt179f427","Site2","5xFAD","5xFAD","Female","4","PD Acquisition 1",26
"22","GUEPD5FAD3MF","gt179f428","Site2","5xFAD","5xFAD","Female","4","PD Acquisition 1",14
"23","GUEPD5FAD3MF","gt179f429","Site2","5xFAD","5xFAD","Female","4","PD Acquisition 1",7
"24","GUEPD5FAD3MF","gt74f147","Site2","5xFAD","5xFAD","Female","4","PD Acquisition 1",16
"25","GUEPD5FAD3MF","gt74f148","Site2","5xFAD","5xFAD","Female","4","PD Acquisition 1",16
"26","GUEPD5FAD3MF","gt74f149","Site2","5xFAD","5xFAD","Female","4","PD Acquisition 1",13
"27","GUEPD5FAD3MF","gt74f150","Site2","5xFAD","5xFAD","Female","4","PD Acquisition 1",21
"28","GUEPD5FAD3MF","gt75f151","Site2","5xFAD","5xFAD","Female","4","PD Acquisition 1",16
"29","GUEPD5FAD3MF","gt75f152","Site2","5xFAD","5xFAD","Female","4","PD Acquisition 1",16
"30","GUEPD5FAD3MF","gt75f153","Site2","5xFAD","5xFAD","Female","4","PD Acquisition 1",8
"31","GUEPD5FAD3MF","gt76f155","Site2","5xFAD","5xFAD","Female","4","PD Acquisition 1",12
"32","GUEPD5FAD3MF","gt76f156","Site2","5xFAD","5xFAD","Female","4","PD Acquisition 1",9
"33","GUEPD5FAD3MF","gt76f158","Site2","5xFAD","5xFAD","Female","4","PD Acquisition 1",12
"34","GUEPDAPP3MF","gt147a317","Site2","APP-PS1","APPPS1","Female","4","PD Acquisition 1",8
"35","GUEPDAPP3MF","gt147a318","Site2","APP-PS1","APPPS1","Female","4","PD Acquisition 1",10
"36","GUEPDAPP3MF","gt148a320","Site2","APP-PS1","APPPS1","Female","4","PD Acquisition 1",6
"37","GUEPDAPP3MF","gt148a321","Site2","APP-PS1","APPPS1","Female","4","PD Acquisition 1",6
"38","GUEPDAPP3MF","gt149a322","Site2","APP-PS1","APPPS1","Female","4","PD Acquisition 1",5
"39","GUEPDAPP3MF","gt149a324","Site2","APP-PS1","APPPS1","Female","4","PD Acquisition 1",15
"40","GUEPDAPP3MF","gt149a325","Site2","APP-PS1","APPPS1","Female","4","PD Acquisition 1",9
"41","GUEPDAPP3MF","gt150a327","Site2","APP-PS1","APPPS1","Female","4","PD Acquisition 1",10
"42","GUEPDAPP3MF","gt150a328","Site2","APP-PS1","APPPS1","Female","4","PD Acquisition 1",13
"43","GUEPDAPP3MF","gt150a329","Site2","APP-PS1","APPPS1","Female","4","PD Acquisition 1",8
"44","GUEPDAPP3MF","gt151a330","Site2","APP-PS1","APPPS1","Female","4","PD Acquisition 1",11
"45","GUEPDAPP3MF","gt151a331","Site2","APP-PS1","APPPS1","Female","4","PD Acquisition 1",10
"46","GUEPD3XTG3MF","gw61x105","Site2","3xTG-AD","B6129SF2/J","Female","4","PD Acquisition 1",11
"47","GUEPD3XTG3MF","gw61x106","Site2","3xTG-AD","B6129SF2/J","Female","4","PD Acquisition 1",12
"48","GUEPD3XTG3MF","gw61x107","Site2","3xTG-AD","B6129SF2/J","Female","4","PD Acquisition 1",10
"49","GUEPD3XTG3MF","gw62x108","Site2","3xTG-AD","B6129SF2/J","Female","4","PD Acquisition 1",12
"50","GUEPD3XTG3MF","gw62x109","Site2","3xTG-AD","B6129SF2/J","Female","4","PD Acquisition 1",9
"51","GUEPD3XTG3MF","gw62x110","Site2","3xTG-AD","B6129SF2/J","Female","4","PD Acquisition 1",5
"52","GUEPD3XTG3MF","gw63x111","Site2","3xTG-AD","B6129SF2/J","Female","4","PD Acquisition 1",14
"53","GUEPD3XTG3MF","gw63x112","Site2","3xTG-AD","B6129SF2/J","Female","4","PD Acquisition 1",5
"54","GUEPD3XTG3MF","gw63x113","Site2","3xTG-AD","B6129SF2/J","Female","4","PD Acquisition 1",17
"55","GUEPD3XTG3MF","gw64x114","Site2","3xTG-AD","B6129SF2/J","Female","4","PD Acquisition 1",17
"56","GUEPD3XTG3MF","gw64x115","Site2","3xTG-AD","B6129SF2/J","Female","4","PD Acquisition 1",9
"57","GUEPD3XTG3MF","gw64x116","Site2","3xTG-AD","B6129SF2/J","Female","4","PD Acquisition 1",7
"58","GUEPD3XTG3MF","gw65x117","Site2","3xTG-AD","B6129SF2/J","Female","4","PD Acquisition 1",18
"59","GUEPD3XTG3MF","gw65x118","Site2","3xTG-AD","B6129SF2/J","Female","4","PD Acquisition 1",7
"60","GUEPD3XTG3MF","gw65x119","Site2","3xTG-AD","B6129SF2/J","Female","4","PD Acquisition 1",12
"61","GUEPD5FAD3MF","gw175f410","Site2","5xFAD","B6SJLF1/J","Female","4","PD Acquisition 1",17
"62","GUEPD5FAD3MF","gw175f411","Site2","5xFAD","B6SJLF1/J","Female","4","PD Acquisition 1",17
"63","GUEPD5FAD3MF","gw175f412","Site2","5xFAD","B6SJLF1/J","Female","4","PD Acquisition 1",15
"64","GUEPD5FAD3MF","gw175f413","Site2","5xFAD","B6SJLF1/J","Female","4","PD Acquisition 1",9
"65","GUEPD5FAD3MF","gw176f414","Site2","5xFAD","B6SJLF1/J","Female","4","PD Acquisition 1",14
"66","GUEPD5FAD3MF","gw176f415","Site2","5xFAD","B6SJLF1/J","Female","4","PD Acquisition 1",9
"67","GUEPD5FAD3MF","gw176f416","Site2","5xFAD","B6SJLF1/J","Female","4","PD Acquisition 1",15
"68","GUEPD5FAD3MF","gw176f417","Site2","5xFAD","B6SJLF1/J","Female","4","PD Acquisition 1",29
"69","GUEPD5FAD3MF","gw177f418","Site2","5xFAD","B6SJLF1/J","Female","4","PD Acquisition 1",13
"70","GUEPD5FAD3MF","gw177f419","Site2","5xFAD","B6SJLF1/J","Female","4","PD Acquisition 1",11
"71","GUEPD5FAD3MF","gw177f420","Site2","5xFAD","B6SJLF1/J","Female","4","PD Acquisition 1",31
"72","GUEPD5FAD3MF","gw177f421","Site2","5xFAD","B6SJLF1/J","Female","4","PD Acquisition 1",11
"73","GUEPD5FAD3MF","gw71f135","Site2","5xFAD","B6SJLF1/J","Female","4","PD Acquisition 1",16
"74","GUEPD5FAD3MF","gw71f136","Site2","5xFAD","B6SJLF1/J","Female","4","PD Acquisition 1",10
"75","GUEPD5FAD3MF","gw71f137","Site2","5xFAD","B6SJLF1/J","Female","4","PD Acquisition 1",11
"76","GUEPD5FAD3MF","gw71f138","Site2","5xFAD","B6SJLF1/J","Female","4","PD Acquisition 1",17
"77","GUEPD5FAD3MF","gw72f139","Site2","5xFAD","B6SJLF1/J","Female","4","PD Acquisition 1",11
"78","GUEPD5FAD3MF","gw72f140","Site2","5xFAD","B6SJLF1/J","Female","4","PD Acquisition 1",19
"79","GUEPD5FAD3MF","gw72f142","Site2","5xFAD","B6SJLF1/J","Female","4","PD Acquisition 1",13
"80","GUEPD5FAD3MF","gw73f143","Site2","5xFAD","B6SJLF1/J","Female","4","PD Acquisition 1",18
"81","GUEPD5FAD3MF","gw73f144","Site2","5xFAD","B6SJLF1/J","Female","4","PD Acquisition 1",15
"82","GUEPD5FAD3MF","gw73f145","Site2","5xFAD","B6SJLF1/J","Female","4","PD Acquisition 1",15
"83","GUEPD5FAD3MF","gw73f146","Site2","5xFAD","B6SJLF1/J","Female","4","PD Acquisition 1",28
"84","GUEPDAPP3MF","gw142a300","Site2","APP-PS1","C57BL6","Female","4","PD Acquisition 1",17
"85","GUEPDAPP3MF","gw142a301","Site2","APP-PS1","C57BL6","Female","4","PD Acquisition 1",12
"86","GUEPDAPP3MF","gw142a302","Site2","APP-PS1","C57BL6","Female","4","PD Acquisition 1",13
"87","GUEPDAPP3MF","gw142a303","Site2","APP-PS1","C57BL6","Female","4","PD Acquisition 1",13
"88","GUEPDAPP3MF","gw143a304","Site2","APP-PS1","C57BL6","Female","4","PD Acquisition 1",27
"89","GUEPDAPP3MF","gw143a305","Site2","APP-PS1","C57BL6","Female","4","PD Acquisition 1",15
"90","GUEPDAPP3MF","gw144a306","Site2","APP-PS1","C57BL6","Female","4","PD Acquisition 1",13
"91","GUEPDAPP3MF","gw144a307","Site2","APP-PS1","C57BL6","Female","4","PD Acquisition 1",17
"92","GUEPDAPP3MF","gw144a308","Site2","APP-PS1","C57BL6","Female","4","PD Acquisition 1",21
"93","GUEPDAPP3MF","gw145a310","Site2","APP-PS1","C57BL6","Female","4","PD Acquisition 1",11
"94","GUEPDAPP3MF","gw145a311","Site2","APP-PS1","C57BL6","Female","4","PD Acquisition 1",19
"95","GUEPDAPP3MF","gw145a312","Site2","APP-PS1","C57BL6","Female","4","PD Acquisition 1",7
"96","GUEPDAPP3MF","gw145a313","Site2","APP-PS1","C57BL6","Female","4","PD Acquisition 1",12
"97","GUEPDAPP3MF","gw146a314","Site2","APP-PS1","C57BL6","Female","4","PD Acquisition 1",18
"98","GUEPDAPP3MF","gw146a315","Site2","APP-PS1","C57BL6","Female","4","PD Acquisition 1",17
"99","LONPD3XTG3MM","lt57x112","Site1","3xTG-AD","3xTG-AD","Male","4","PD Acquisition 1",8
"100","LONPD3XTG3MM","lt57x113","Site1","3xTG-AD","3xTG-AD","Male","4","PD Acquisition 1",8
"101","LONPD3XTG3MM","lt58x114","Site1","3xTG-AD","3xTG-AD","Male","4","PD Acquisition 1",9
"102","LONPD3XTG3MM","lt58x115","Site1","3xTG-AD","3xTG-AD","Male","4","PD Acquisition 1",5
"103","LONPD3XTG3MM","lt59x116","Site1","3xTG-AD","3xTG-AD","Male","4","PD Acquisition 1",14
"104","LONPD3XTG3MM","lt59x117","Site1","3xTG-AD","3xTG-AD","Male","4","PD Acquisition 1",12
"105","LONPD3XTG3MM","lt60x118","Site1","3xTG-AD","3xTG-AD","Male","4","PD Acquisition 1",12
"106","LONPD3XTG3MM","lt60x119","Site1","3xTG-AD","3xTG-AD","Male","4","PD Acquisition 1",10
"107","LONPD3XTG3MM","lt61x120","Site1","3xTG-AD","3xTG-AD","Male","4","PD Acquisition 1",11
"108","LONPD3XTG3MM","lt61x121","Site1","3xTG-AD","3xTG-AD","Male","4","PD Acquisition 1",11
"109","LONPD3XTG3MM","lt62x122","Site1","3xTG-AD","3xTG-AD","Male","4","PD Acquisition 1",12
"110","LONPD3XTG3MM","lt62x123","Site1","3xTG-AD","3xTG-AD","Male","4","PD Acquisition 1",13
"111","LONPD3XTG3MM","lt63x124","Site1","3xTG-AD","3xTG-AD","Male","4","PD Acquisition 1",11
"112","LONPD3XTG3MM","lt63x125","Site1","3xTG-AD","3xTG-AD","Male","4","PD Acquisition 1",9
"113","LONPD5FAD3MM","lt107f169","Site1","5xFAD","5xFAD","Male","4","PD Acquisition 1",10
"114","LONPD5FAD3MM","lt108f170","Site1","5xFAD","5xFAD","Male","4","PD Acquisition 1",9
"115","LONPD5FAD3MM","lt109f171","Site1","5xFAD","5xFAD","Male","4","PD Acquisition 1",5
"116","LONPD5FAD3MM","lt110f172","Site1","5xFAD","5xFAD","Male","4","PD Acquisition 1",16
"117","LONPD5FAD3MM","lt111f173","Site1","5xFAD","5xFAD","Male","4","PD Acquisition 1",9
"118","LONPD5FAD3MM","lt112f174","Site1","5xFAD","5xFAD","Male","4","PD Acquisition 1",15
"119","LONPD5FAD3MM","lt113f175","Site1","5xFAD","5xFAD","Male","4","PD Acquisition 1",5
"120","LONPD5FAD3MM","lt114f176","Site1","5xFAD","5xFAD","Male","4","PD Acquisition 1",14
"121","LONPD5FAD3MM","lt115f177","Site1","5xFAD","5xFAD","Male","4","PD Acquisition 1",9
"122","LONPD5FAD3MM","lt116f178","Site1","5xFAD","5xFAD","Male","4","PD Acquisition 1",13
"123","LONPD5FAD3MM","lt117f179","Site1","5xFAD","5xFAD","Male","4","PD Acquisition 1",8
"124","LONPD5FAD3MM","lt118f180","Site1","5xFAD","5xFAD","Male","4","PD Acquisition 1",10
"125","LONPD5FAD3MM","lt119f181","Site1","5xFAD","5xFAD","Male","4","PD Acquisition 1",17
"126","LONPD5FAD3MM","lt120f182","Site1","5xFAD","5xFAD","Male","4","PD Acquisition 1",9
"127","LONPD5FAD3MM","lt383f445","Site1","5xFAD","5xFAD","Male","4","PD Acquisition 1",12
"128","LONPD5FAD3MM","lt384f446","Site1","5xFAD","5xFAD","Male","4","PD Acquisition 1",8
"129","LONPD5FAD3MM","lt385f447","Site1","5xFAD","5xFAD","Male","4","PD Acquisition 1",17
"130","LONPDAPP4MM","lt155a217","Site1","APP-PS1","APPPS1","Male","4","PD Acquisition 1",23
"131","LONPDAPP4MM","lt156a218","Site1","APP-PS1","APPPS1","Male","4","PD Acquisition 1",8
"132","LONPDAPP4MM","lt159a221","Site1","APP-PS1","APPPS1","Male","4","PD Acquisition 1",11
"133","LONPDAPP4MM","lt160a222","Site1","APP-PS1","APPPS1","Male","4","PD Acquisition 1",8
"134","LONPDAPP4MM","lt163a225","Site1","APP-PS1","APPPS1","Male","4","PD Acquisition 1",11
"135","LONPDAPP4MM","lt164a226","Site1","APP-PS1","APPPS1","Male","4","PD Acquisition 1",12
"136","LONPDAPP4MM","lt167a229","Site1","APP-PS1","APPPS1","Male","4","PD Acquisition 1",9
"137","LONPDAPP4MM","lt168a230","Site1","APP-PS1","APPPS1","Male","4","PD Acquisition 1",10
"138","LONPDAPP4MM","lt217a279","Site1","APP-PS1","APPPS1","Male","4","PD Acquisition 1",9
"139","LON5CAPP4MM","lt218a280","Site1","APP-PS1","APPPS1","Male","4","PD Acquisition 1",9
"140","LONPDAPP4MM","lt222a284","Site1","APP-PS1","APPPS1","Male","4","PD Acquisition 1",10
"141","LONPDAPP4MM","lt378a440","Site1","APP-PS1","APPPS1","Male","4","PD Acquisition 1",8
"142","LONPDAPP4MM","lt381a443","Site1","APP-PS1","APPPS1","Male","4","PD Acquisition 1",9
"143","LONPDAPP4MM","lt382a444","Site1","APP-PS1","APPPS1","Male","4","PD Acquisition 1",10
"144","LONPD3XTG3MM","lw49x097","Site1","3xTG-AD","B6129SF2/J","Male","4","PD Acquisition 1",5
"145","LONPD3XTG3MM","lw49x098","Site1","3xTG-AD","B6129SF2/J","Male","4","PD Acquisition 1",7
"146","LONPD3XTG3MM","lw50x099","Site1","3xTG-AD","B6129SF2/J","Male","4","PD Acquisition 1",17
"147","LONPD3XTG3MM","lw50x100","Site1","3xTG-AD","B6129SF2/J","Male","4","PD Acquisition 1",15
"148","LONPD3XTG3MM","lw51x101","Site1","3xTG-AD","B6129SF2/J","Male","4","PD Acquisition 1",6
"149","LONPD3XTG3MM","lw51x102","Site1","3xTG-AD","B6129SF2/J","Male","4","PD Acquisition 1",7
"150","LONPD3XTG3MM","lw52x103","Site1","3xTG-AD","B6129SF2/J","Male","4","PD Acquisition 1",17
"151","LONPD3XTG3MM","lw52x104","Site1","3xTG-AD","B6129SF2/J","Male","4","PD Acquisition 1",14
"152","LONPD3XTG3MM","lw53x105","Site1","3xTG-AD","B6129SF2/J","Male","4","PD Acquisition 1",14
"153","LONPD3XTG3MM","lw53x106","Site1","3xTG-AD","B6129SF2/J","Male","4","PD Acquisition 1",16
"154","LONPD3XTG3MM","lw54x107","Site1","3xTG-AD","B6129SF2/J","Male","4","PD Acquisition 1",5
"155","LONPD3XTG3MM","lw54x108","Site1","3xTG-AD","B6129SF2/J","Male","4","PD Acquisition 1",13
"156","LONPD3XTG3MM","lw55x109","Site1","3xTG-AD","B6129SF2/J","Male","4","PD Acquisition 1",3
"157","LONPD3XTG3MM","lw55x110","Site1","3xTG-AD","B6129SF2/J","Male","4","PD Acquisition 1",16
"158","LONPD3XTG3MM","lw56x111","Site1","3xTG-AD","B6129SF2/J","Male","4","PD Acquisition 1",14
"159","LONPD5FAD3MM","lw100f162","Site1","5xFAD","B6SJLF1/J","Male","4","PD Acquisition 1",15
"160","LONPD5FAD3MM","lw101f163","Site1","5xFAD","B6SJLF1/J","Male","4","PD Acquisition 1",13
"161","LONPD5FAD3MM","lw102f164","Site1","5xFAD","B6SJLF1/J","Male","4","PD Acquisition 1",7
"162","LONPD5FAD3MM","lw103f165","Site1","5xFAD","B6SJLF1/J","Male","4","PD Acquisition 1",19
"163","LONPD5FAD3MM","lw104f166","Site1","5xFAD","B6SJLF1/J","Male","4","PD Acquisition 1",16
"164","LONPD5FAD3MM","lw105f167","Site1","5xFAD","B6SJLF1/J","Male","4","PD Acquisition 1",9
"165","LONPD5FAD3MM","lw106f168","Site1","5xFAD","B6SJLF1/J","Male","4","PD Acquisition 1",16
"166","LONPD5FAD3MM","lw378f440","Site1","5xFAD","B6SJLF1/J","Male","4","PD Acquisition 1",13
"167","LONPD5FAD3MM","lw379f441","Site1","5xFAD","B6SJLF1/J","Male","4","PD Acquisition 1",12
"168","LONPD5FAD3MM","lw380f442","Site1","5xFAD","B6SJLF1/J","Male","4","PD Acquisition 1",11
"169","LONPD5FAD3MM","lw381f443","Site1","5xFAD","B6SJLF1/J","Male","4","PD Acquisition 1",18
"170","LONPD5FAD3MM","lw93f155","Site1","5xFAD","B6SJLF1/J","Male","4","PD Acquisition 1",14
"171","LONPD5FAD3MM","lw94f156","Site1","5xFAD","B6SJLF1/J","Male","4","PD Acquisition 1",14
"172","LONPD5FAD3MM","lw95f157","Site1","5xFAD","B6SJLF1/J","Male","4","PD Acquisition 1",10
"173","LONPD5FAD3MM","lw97f159","Site1","5xFAD","B6SJLF1/J","Male","4","PD Acquisition 1",22
"174","LONPD5FAD3MM","lw98f160","Site1","5xFAD","B6SJLF1/J","Male","4","PD Acquisition 1",29
"175","LONPD5FAD3MM","lw99f161","Site1","5xFAD","B6SJLF1/J","Male","4","PD Acquisition 1",12
"176","LONPDAPP4MM","lw153a215","Site1","APP-PS1","C57BL6","Male","4","PD Acquisition 1",32
"177","LONPDAPP4MM","lw154a216","Site1","APP-PS1","C57BL6","Male","4","PD Acquisition 1",18
"178","LONPDAPP4MM","lw157a219","Site1","APP-PS1","C57BL6","Male","4","PD Acquisition 1",7
"179","LONPDAPP4MM","lw158a220","Site1","APP-PS1","C57BL6","Male","4","PD Acquisition 1",13
"180","LONPDAPP4MM","lw161a223","Site1","APP-PS1","C57BL6","Male","4","PD Acquisition 1",11
"181","LONPDAPP4MM","lw162a224","Site1","APP-PS1","C57BL6","Male","4","PD Acquisition 1",14
"182","LONPDAPP4MM","lw165a227","Site1","APP-PS1","C57BL6","Male","4","PD Acquisition 1",14
"183","LONPDAPP4MM","lw166a228","Site1","APP-PS1","C57BL6","Male","4","PD Acquisition 1",11
"184","LONPDAPP4MM","lw215a277","Site1","APP-PS1","C57BL6","Male","4","PD Acquisition 1",10
"185","LONPDAPP4MM","lw216a278","Site1","APP-PS1","C57BL6","Male","4","PD Acquisition 1",7
