 Animal ID, Site, Mouse strain, Genotype, Gender, Age (months), Schedule name
gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Initial_Touch_Training_v3
gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Must_Touch_Training_v2
gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01f001,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01f002,UOG,5xFAD,t,F,4,5CSRTT_Habituation_1_
gt01f002,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt01f002,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt01f002,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt01f002,UOG,5xFAD,t,F,4,5CSRTT_Initial_Touch_Training_v3
gt01f002,UOG,5xFAD,t,F,4,5CSRTT_Must_Touch_Training_v2
gt01f002,UOG,5xFAD,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt01f002,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01f002,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01f002,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01f002,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01f002,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01f002,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01x001,UOG,3xTG,t,F,4,5CSRTT_Habituation_1_
gt01x001,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt01x001,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt01x001,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt01x001,UOG,3xTG,t,F,4,5CSRTT_Initial_Touch_Training_v3
gt01x001,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2
gt01x001,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt01x001,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt01x001,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01x001,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01x001,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01x002,UOG,3xTG,t,F,4,5CSRTT_Habituation_1_
gt01x002,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt01x002,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt01x002,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt01x002,UOG,3xTG,t,F,4,5CSRTT_Initial_Touch_Training_v3
gt01x002,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2
gt01x002,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2
gt01x002,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2
gt01x002,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2
gt01x002,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt01x002,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt01x002,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt01x002,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt01x002,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01x002,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01x002,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01x002,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01x002,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01x002,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01x002,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01x002,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01x002,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01x002,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01x002,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01x002,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01x002,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt01x002,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt02f003,UOG,5xFAD,t,F,4,5CSRTT_Habituation_1_
gt02f003,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt02f003,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt02f003,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt02f003,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt02f003,UOG,5xFAD,t,F,4,5CSRTT_Initial_Touch_Training_v3
gt02f003,UOG,5xFAD,t,F,4,5CSRTT_Must_Touch_Training_v2
gt02f003,UOG,5xFAD,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt02f003,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt02f003,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt02x003,UOG,3xTG,t,F,4,5CSRTT_Habituation_1_
gt02x003,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt02x003,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt02x003,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt02x003,UOG,3xTG,t,F,4,5CSRTT_Initial_Touch_Training_v3
gt02x003,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2
gt02x003,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2
gt02x003,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2
gt02x003,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt02x003,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt02x004,UOG,3xTG,t,F,4,5CSRTT_Habituation_1_
gt02x004,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt02x004,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt02x004,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt02x004,UOG,3xTG,t,F,4,5CSRTT_Initial_Touch_Training_v3
gt02x004,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2
gt02x004,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt02x004,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt02x004,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt02x004,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt02x004,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt02x004,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt02x004,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt02x004,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt02x004,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt02x004,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03f004,UOG,5xFAD,t,F,4,5CSRTT_Habituation_1_
gt03f004,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt03f004,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt03f004,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt03f004,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt03f004,UOG,5xFAD,t,F,4,5CSRTT_Initial_Touch_Training_v3
gt03f004,UOG,5xFAD,t,F,4,5CSRTT_Must_Touch_Training_v2
gt03f004,UOG,5xFAD,t,F,4,5CSRTT_Must_Touch_Training_v2
gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Habituation_1_
gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Initial_Touch_Training_v3
gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Must_Touch_Training_v2
gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03f005,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03x005,UOG,3xTG,t,F,4,5CSRTT_Habituation_1_
gt03x005,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt03x005,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt03x005,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt03x005,UOG,3xTG,t,F,4,5CSRTT_Initial_Touch_Training_v3
gt03x005,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2
gt03x005,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt03x005,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2
gt03x005,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt03x005,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03x005,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03x005,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03x005,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03x005,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03x005,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03x005,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03x005,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03x006,UOG,3xTG,t,F,4,5CSRTT_Habituation_1_
gt03x006,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt03x006,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt03x006,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt03x006,UOG,3xTG,t,F,4,5CSRTT_Initial_Touch_Training_v3
gt03x006,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2
gt03x006,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt03x006,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03x006,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03x006,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03x006,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03x006,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03x006,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03x006,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03x006,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03x006,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt03x006,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Habituation_1_
gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Initial_Touch_Training_v3
gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Must_Touch_Training_v2
gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04f006,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Habituation_1_
gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Initial_Touch_Training_v3
gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Must_Touch_Training_v2
gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04f007,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04x007,UOG,3xTG,t,F,4,5CSRTT_Habituation_1_
gt04x007,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt04x007,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt04x007,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt04x007,UOG,3xTG,t,F,4,5CSRTT_Initial_Touch_Training_v3
gt04x007,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2
gt04x007,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt04x007,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt04x007,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04x007,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04x007,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04x007,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04x007,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04x007,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04x008,UOG,3xTG,t,F,4,5CSRTT_Habituation_1_
gt04x008,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt04x008,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt04x008,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt04x008,UOG,3xTG,t,F,4,5CSRTT_Initial_Touch_Training_v3
gt04x008,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2
gt04x008,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt04x008,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04x008,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04x008,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04x008,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04x008,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04x008,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04x008,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt04x008,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt05f008,UOG,5xFAD,t,F,4,5CSRTT_Habituation_1_
gt05f008,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt05f008,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt05f008,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt05f008,UOG,5xFAD,t,F,4,5CSRTT_Initial_Touch_Training_v3
gt05f008,UOG,5xFAD,t,F,4,5CSRTT_Must_Touch_Training_v2
gt05f008,UOG,5xFAD,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt05f008,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt05f008,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt05f008,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt05f008,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt05f008,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt05f008,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt05f008,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt05f008,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt05f008,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt05f008,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt05f008,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt05f008,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt05f008,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt05f008,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt05f008,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt05f009,UOG,5xFAD,t,F,4,5CSRTT_Habituation_1_
gt05f009,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt05f009,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt05f009,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt05f009,UOG,5xFAD,t,F,4,5CSRTT_Initial_Touch_Training_v3
gt05f009,UOG,5xFAD,t,F,4,5CSRTT_Must_Touch_Training_v2
gt05f009,UOG,5xFAD,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt05f009,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt05f009,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt05f009,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt05f009,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt05f009,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt05f009,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt05f009,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt05f009,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt05f009,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt05x009,UOG,3xTG,t,F,4,5CSRTT_Habituation_1_
gt05x009,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt05x009,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt05x009,UOG,3xTG,t,F,4,5CSRTT_Initial_Touch_Training_v3
gt05x009,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2
gt05x009,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2
gt05x009,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2
gt05x009,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt05x009,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt05x009,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt05x009,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt05x009,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt05x009,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt05x009,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt05x010,UOG,3xTG,t,F,4,5CSRTT_Habituation_1_
gt05x010,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt05x010,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt05x010,UOG,3xTG,t,F,4,5CSRTT_Initial_Touch_Training_v3
gt05x010,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt05x010,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2
gt05x010,UOG,3xTG,t,F,4,5CSRTT_Must_Touch_Training_v2
gt05x010,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt05x010,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt05x010,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt05x010,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt05x010,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt05x010,UOG,3xTG,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt05x010,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt05x010,UOG,3xTG,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt06f010,UOG,5xFAD,t,F,4,5CSRTT_Habituation_1_
gt06f010,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt06f010,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt06f010,UOG,5xFAD,t,F,4,5CSRTT_Habituation_2_
gt06f010,UOG,5xFAD,t,F,4,5CSRTT_Initial_Touch_Training_v3
gt06f010,UOG,5xFAD,t,F,4,5CSRTT_Must_Touch_Training_v2
gt06f010,UOG,5xFAD,t,F,4,5CSRTT_Must_Initiate_Training_v1
gt06f010,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt06f010,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt06f010,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt06f010,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt06f010,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt06f010,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt06f010,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt06f010,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt06f010,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt06f010,UOG,5xFAD,t,F,4,5CSRTT_Punish_Incorrect_Training_v3
gt06x011,UOG,3xTG,t,F,4,5CSRTT_Habituation_1_
gt06x011,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt06x011,UOG,3xTG,t,F,4,5CSRTT_Habituation_2_
gt06x011,UOG,3xTG,t,F,4,5CSRTT_Initial_Touch_Training_v3
