 Animal ID, Site, Mouse strain, Genotype, Gender, Age (months), Schedule name
gw59x102,UOG,3xTG,w,F,4,5CSRTT_Punish_Incorrect_Training_v3
gw59x102,UOG,3xTG,w,F,4,5CSRTT_Punish_Incorrect_Training_v3
gw59x102,UOG,3xTG,w,F,4,5CSRTT_Punish_Incorrect_Training_v3
gw59x102,UOG,3xTG,w,F,4,5CSRTT_Punish_Incorrect_Training_v3
gw59x102,UOG,3xTG,w,F,4,5CSRTT_Punish_Incorrect_Training_v3
gw59x102,UOG,3xTG,w,F,4,5CSRTT_Punish_Incorrect_Training_v3
gw59x102,UOG,3xTG,w,F,4,5CSRTT_Punish_Incorrect_Training_v3
gw60x103,UOG,3xTG,w,F,4,5CSRTT_Habituation_1_
gw60x103,UOG,3xTG,w,F,4,5CSRTT_Habituation_2_
gw60x103,UOG,3xTG,w,F,4,5CSRTT_Habituation_2_
gw60x103,UOG,3xTG,w,F,4,5CSRTT_Habituation_2_
gw60x103,UOG,3xTG,w,F,4,5CSRTT_Initial_Touch_Training_v3
gw60x103,UOG,3xTG,w,F,4,5CSRTT_Must_Touch_Training_v2
gw60x103,UOG,3xTG,w,F,4,5CSRTT_Must_Initiate_Training_v1
gw60x103,UOG,3xTG,w,F,4,5CSRTT_Punish_Incorrect_Training_v3
gw60x103,UOG,3xTG,w,F,4,5CSRTT_Punish_Incorrect_Training_v3
gw60x103,UOG,3xTG,w,F,4,5CSRTT_Punish_Incorrect_Training_v3
gw60x103,UOG,3xTG,w,F,4,5CSRTT_Punish_Incorrect_Training_v3
gw60x103,UOG,3xTG,w,F,4,5CSRTT_Punish_Incorrect_Training_v3
gw60x103,UOG,3xTG,w,F,4,5CSRTT_Punish_Incorrect_Training_v3
gw60x103,UOG,3xTG,w,F,4,5CSRTT_Punish_Incorrect_Training_v3
gw60x103,UOG,3xTG,w,F,4,5CSRTT_Punish_Incorrect_Training_v3
gw60x104,UOG,3xTG,w,F,4,5CSRTT_Habituation_1_
gw60x104,UOG,3xTG,w,F,4,5CSRTT_Habituation_2_
gw60x104,UOG,3xTG,w,F,4,5CSRTT_Habituation_2_
gw60x104,UOG,3xTG,w,F,4,5CSRTT_Habituation_2_
gw60x104,UOG,3xTG,w,F,4,5CSRTT_Initial_Touch_Training_v3
gw60x104,UOG,3xTG,w,F,4,5CSRTT_Must_Touch_Training_v2
gw60x104,UOG,3xTG,w,F,4,5CSRTT_Must_Initiate_Training_v1
gw60x104,UOG,3xTG,w,F,4,5CSRTT_Punish_Incorrect_Training_v3
gw60x104,UOG,3xTG,w,F,4,5CSRTT_Punish_Incorrect_Training_v3
gw60x104,UOG,3xTG,w,F,4,5CSRTT_Punish_Incorrect_Training_v3
gw60x104,UOG,3xTG,w,F,4,5CSRTT_Punish_Incorrect_Training_v3
gw60x104,UOG,3xTG,w,F,4,5CSRTT_Punish_Incorrect_Training_v3
gw60x104,UOG,3xTG,w,F,4,5CSRTT_Punish_Incorrect_Training_v3
gw60x104,UOG,3xTG,w,F,4,5CSRTT_Punish_Incorrect_Training_v3
gw60x104,UOG,3xTG,w,F,4,5CSRTT_Punish_Incorrect_Training_v3
gw60x104,UOG,3xTG,w,F,4,5CSRTT_Punish_Incorrect_Training_v3
gw60x104,UOG,3xTG,w,F,4,5CSRTT_Punish_Incorrect_Training_v3
gw60x104,UOG,3xTG,w,F,4,5CSRTT_Punish_Incorrect_Training_v3
gw60x104,UOG,3xTG,w,F,4,5CSRTT_Punish_Incorrect_Training_v3
gw60x104,UOG,3xTG,w,F,4,5CSRTT_Punish_Incorrect_Training_v3
 lt03x009, UWO,3xTG, t, M,4,5CSRTT_Habituation_1_
 lt03x009, UWO,3xTG, t, M,4,5CSRTT_Habituation_2_
 lt03x009, UWO,3xTG, t, M,4,5CSRTT_Habituation_2_
 lt03x009, UWO,3xTG, t, M,4,5CSRTT_Habituation_2_
 lt03x009, UWO,3xTG, t, M,4, 5CSRTT_Initial_Touch_Training_v3
 lt03x009, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt03x009, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt03x009, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt03x009, UWO,3xTG, t, M,4, 5CSRTT_Initial_Touch_Training_v3
 lt03x009, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt03x009, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt03x009, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt03x009, UWO,3xTG, t, M,4,5CSRTT_Must_Initiate_Training_v1
 lt03x009, UWO,3xTG, t, M,4,5CSRTT_Must_Initiate_Training_v1
 lt03x009, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt03x009, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt03x009, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt03x009, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt03x009, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt03x010, UWO,3xTG, t, M,4,5CSRTT_Habituation_1_
 lt03x010, UWO,3xTG, t, M,4,5CSRTT_Habituation_2_
 lt03x010, UWO,3xTG, t, M,4,5CSRTT_Habituation_2_
 lt03x010, UWO,3xTG, t, M,4,5CSRTT_Habituation_2_
 lt03x010, UWO,3xTG, t, M,4, 5CSRTT_Initial_Touch_Training_v3
 lt03x010, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt03x010, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt03x010, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt03x010, UWO,3xTG, t, M,4,5CSRTT_Must_Initiate_Training_v1
 lt03x010, UWO,3xTG, t, M,4,5CSRTT_Must_Initiate_Training_v1
 lt03x010, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt03x010, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt03x010, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt03x010, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt04x011, UWO,3xTG, t, M,4,5CSRTT_Habituation_1_
 lt04x011, UWO,3xTG, t, M,4,5CSRTT_Habituation_2_
 lt04x011, UWO,3xTG, t, M,4,5CSRTT_Habituation_2_
 lt04x011, UWO,3xTG, t, M,4,5CSRTT_Habituation_2_
 lt04x011, UWO,3xTG, t, M,4, 5CSRTT_Initial_Touch_Training_v3
 lt04x011, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt04x011, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt04x011, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt04x011, UWO,3xTG, t, M,4,5CSRTT_Must_Initiate_Training_v1
 lt04x011, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt04x011, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt04x011, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt04x011, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt04x011, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt04x012, UWO,3xTG, t, M,4,5CSRTT_Habituation_1_
 lt04x012, UWO,3xTG, t, M,4,5CSRTT_Habituation_2_
 lt04x012, UWO,3xTG, t, M,4,5CSRTT_Habituation_2_
 lt04x012, UWO,3xTG, t, M,4,5CSRTT_Habituation_2_
 lt04x012, UWO,3xTG, t, M,4, 5CSRTT_Initial_Touch_Training_v3
 lt04x012, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt04x012, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt04x012, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt04x012, UWO,3xTG, t, M,4, 5CSRTT_Initial_Touch_Training_v3
 lt04x012, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt04x012, UWO,3xTG, t, M,4,5CSRTT_Must_Initiate_Training_v1
 lt04x012, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt04x012, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt07x013, UWO,3xTG, t,M,4,5CSRTT_Habituation_1_
 lt07x013, UWO,3xTG, t,M,4,5CSRTT_Habituation_2_
 lt07x013, UWO,3xTG, t,M,4,5CSRTT_Habituation_2_
 lt07x013, UWO,3xTG, t,M,4, 5CSRTT_Initial_Touch_Training_v3
 lt07x013, UWO,3xTG, t,M,4, 5CSRTT_Must_Touch_Training_v2
 lt07x013, UWO,3xTG, t,M,4, 5CSRTT_Must_Touch_Training_v2
 lt07x013, UWO,3xTG, t, M,4, 5CSRTT_Initial_Touch_Training_v3
 lt07x013, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt07x013, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt07x013, UWO,3xTG, t, M,4,5CSRTT_Must_Initiate_Training_v1
 lt07x013, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt07x013, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt07x013, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt07x013, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt07x013, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt07x013, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt07x013, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt07x014, UWO,3xTG, t,M,4,5CSRTT_Habituation_1_
 lt07x014, UWO,3xTG, t,M,4,5CSRTT_Habituation_2_
 lt07x014, UWO,3xTG, t,M,4,5CSRTT_Habituation_2_
 lt07x014, UWO,3xTG, t,M,4, 5CSRTT_Initial_Touch_Training_v3
 lt07x014, UWO,3xTG, t,M,4, 5CSRTT_Must_Touch_Training_v2
 lt07x014, UWO,3xTG, t,M,4, 5CSRTT_Must_Touch_Training_v2
 lt07x014, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt07x014, UWO,3xTG, t, M,4, 5CSRTT_Initial_Touch_Training_v3
 lt07x014, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt07x014, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt07x014, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt07x014, UWO,3xTG, t, M,4,5CSRTT_Must_Initiate_Training_v1
 lt07x014, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt07x014, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt07x014, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt07x014, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt08x015, UWO,3xTG, t,M,4,5CSRTT_Habituation_1_
 lt08x015, UWO,3xTG, t,M,4,5CSRTT_Habituation_2_
 lt08x015, UWO,3xTG, t,M,4,5CSRTT_Habituation_2_
 lt08x015, UWO,3xTG, t,M,4, 5CSRTT_Initial_Touch_Training_v3
 lt08x015, UWO,3xTG, t,M,4, 5CSRTT_Must_Touch_Training_v2
 lt08x015, UWO,3xTG, t,M,4,5CSRTT_Must_Initiate_Training_v1
 lt08x015, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt08x015, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt08x015, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt08x015, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt08x015, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt08x016, UWO,3xTG, t,M,4,5CSRTT_Habituation_1_
 lt08x016, UWO,3xTG, t,M,4,5CSRTT_Habituation_2_
 lt08x016, UWO,3xTG, t,M,4,5CSRTT_Habituation_2_
 lt08x016, UWO,3xTG, t,M,4, 5CSRTT_Initial_Touch_Training_v3
 lt08x016, UWO,3xTG, t,M,4, 5CSRTT_Must_Touch_Training_v2
 lt08x016, UWO,3xTG, t,M,4,5CSRTT_Must_Initiate_Training_v1
 lt08x016, UWO,3xTG, t, M,4,5CSRTT_Must_Initiate_Training_v1
 lt08x016, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt08x016, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt08x016, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt08x016, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt11x021, UWO,3xTG, t, M,4,5CSRTT_Habituation_1_
 lt11x021, UWO,3xTG, t, M,4,5CSRTT_Habituation_2_
 lt11x021, UWO,3xTG, t, M,4,5CSRTT_Habituation_2_
 lt11x021, UWO,3xTG, t, M,4, 5CSRTT_Initial_Touch_Training_v3
 lt11x021, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt11x021, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt11x021, UWO,3xTG, t, M,4,5CSRTT_Must_Initiate_Training_v1
 lt11x021, UWO,3xTG, t, M,4,5CSRTT_Must_Initiate_Training_v1
 lt11x021, UWO,3xTG, t, M,4,5CSRTT_Must_Initiate_Training_v1
 lt11x021, UWO,3xTG, t, M,4,5CSRTT_Must_Initiate_Training_v1
 lt11x021, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt11x021, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt11x021, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt11x022, UWO,3xTG, t, M,4,5CSRTT_Habituation_1_
 lt11x022, UWO,3xTG, t, M,4,5CSRTT_Habituation_2_
 lt11x022, UWO,3xTG, t, M,4,5CSRTT_Habituation_2_
 lt11x022, UWO,3xTG, t, M,4, 5CSRTT_Initial_Touch_Training_v3
 lt11x022, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt11x022, UWO,3xTG, t, M,4, 5CSRTT_Initial_Touch_Training_v3
 lt11x022, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt11x022, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt11x022, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt11x022, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt11x022, UWO,3xTG, t, M,4,5CSRTT_Must_Initiate_Training_v1
 lt11x022, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt11x022, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt12x023, UWO,3xTG, t, M,4,5CSRTT_Habituation_1_
 lt12x023, UWO,3xTG, t, M,4,5CSRTT_Habituation_2_
 lt12x023, UWO,3xTG, t, M,4,5CSRTT_Habituation_2_
 lt12x023, UWO,3xTG, t, M,4, 5CSRTT_Initial_Touch_Training_v3
 lt12x023, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt12x023, UWO,3xTG, t, M,4, 5CSRTT_Initial_Touch_Training_v3
 lt12x023, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt12x023, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt12x023, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt12x023, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt12x023, UWO,3xTG, t, M,4,5CSRTT_Must_Initiate_Training_v1
 lt12x023, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt12x023, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt12x023, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt12x023, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt12x023, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt12x023, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt12x024, UWO,3xTG, t, M,4,5CSRTT_Habituation_1_
 lt12x024, UWO,3xTG, t, M,4,5CSRTT_Habituation_2_
 lt12x024, UWO,3xTG, t, M,4,5CSRTT_Habituation_2_
 lt12x024, UWO,3xTG, t, M,4, 5CSRTT_Initial_Touch_Training_v3
 lt12x024, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt12x024, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt12x024, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt12x024, UWO,3xTG, t, M,4, 5CSRTT_Initial_Touch_Training_v3
 lt12x024, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt12x024, UWO,3xTG, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt12x024, UWO,3xTG, t, M,4,5CSRTT_Must_Initiate_Training_v1
 lt12x024, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt12x024, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt12x024, UWO,3xTG, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt13x025, UWO,3xTG, t,F,4,5CSRTT_Habituation_1_
 lt13x025, UWO,3xTG, t,F,4,5CSRTT_Habituation_2_
 lt13x025, UWO,3xTG, t,F,4,5CSRTT_Habituation_2_
 lt13x025, UWO,3xTG, t,F,4,5CSRTT_Habituation_2_
 lt13x025, UWO,3xTG, t,F,4, 5CSRTT_Initial_Touch_Training_v3
 lt13x025, UWO,3xTG, t,F,4, 5CSRTT_Must_Touch_Training_v2
 lt13x025, UWO,3xTG, t,F,4, 5CSRTT_Must_Touch_Training_v2
 lt13x025, UWO,3xTG, t, F,4, 5CSRTT_Must_Touch_Training_v2
 lt13x025, UWO,3xTG, t, F,4, 5CSRTT_Must_Touch_Training_v2
 lt13x025, UWO,3xTG, t, F,4,5CSRTT_Must_Initiate_Training_v1
 lt13x025, UWO,3xTG, t, F,4,5CSRTT_Must_Initiate_Training_v1
 lt13x025, UWO,3xTG, t, F,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt13x025, UWO,3xTG, t, F,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt13x026, UWO,3xTG, t,F,4,5CSRTT_Habituation_1_
 lt13x026, UWO,3xTG, t,F,4,5CSRTT_Habituation_2_
 lt13x026, UWO,3xTG, t,F,4,5CSRTT_Habituation_2_
 lt13x026, UWO,3xTG, t,F,4,5CSRTT_Habituation_2_
 lt13x026, UWO,3xTG, t,F,4, 5CSRTT_Initial_Touch_Training_v3
 lt13x026, UWO,3xTG, t,F,4, 5CSRTT_Must_Touch_Training_v2
 lt13x026, UWO,3xTG, t,F,4, 5CSRTT_Must_Touch_Training_v2
 lt13x026, UWO,3xTG, t, F,4, 5CSRTT_Must_Touch_Training_v2
 lt13x026, UWO,3xTG, t, F,4, 5CSRTT_Must_Touch_Training_v2
 lt13x026, UWO,3xTG, t, F,4,5CSRTT_Must_Initiate_Training_v1
 lt13x026, UWO,3xTG, t, F,4,5CSRTT_Must_Initiate_Training_v1
 lt13x026, UWO,3xTG, t, F,4,5CSRTT_Must_Initiate_Training_v1
 lt13x026, UWO,3xTG, t, F,4,5CSRTT_Must_Initiate_Training_v1
 lt13x026, UWO,3xTG, t, F,4,5CSRTT_Must_Initiate_Training_v1
 lt13x026, UWO,3xTG, t, F,4,5CSRTT_Must_Initiate_Training_v1
 lt13x026, UWO,3xTG, t, F,4,5CSRTT_Must_Initiate_Training_v1
 lt13x026, UWO,3xTG, t, F,4,5CSRTT_Must_Initiate_Training_v1
 lt13x026, UWO,3xTG, t, F,4,5CSRTT_Must_Initiate_Training_v1
 lt13x026, UWO,3xTG, t, F,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt13x026, UWO,3xTG, t, F,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt14x027, UWO,3xTG, t,F,4,5CSRTT_Habituation_1_
 lt14x027, UWO,3xTG, t,F,4,5CSRTT_Habituation_2_
 lt14x027, UWO,3xTG, t,F,4,5CSRTT_Habituation_2_
 lt14x027, UWO,3xTG, t,F,4,5CSRTT_Habituation_2_
 lt14x027, UWO,3xTG, t,F,4, 5CSRTT_Initial_Touch_Training_v3
 lt14x027, UWO,3xTG, t,F,4, 5CSRTT_Must_Touch_Training_v2
 lt14x027, UWO,3xTG, t, F,4, 5CSRTT_Initial_Touch_Training_v3
 lt14x027, UWO,3xTG, t, F,4, 5CSRTT_Must_Touch_Training_v2
 lt14x027, UWO,3xTG, t, F,4, 5CSRTT_Must_Touch_Training_v2
 lt14x027, UWO,3xTG, t, F,4, 5CSRTT_Must_Touch_Training_v2
 lt14x027, UWO,3xTG, t, F,4, 5CSRTT_Must_Touch_Training_v2
 lt14x027, UWO,3xTG, t, F,4, 5CSRTT_Must_Touch_Training_v2
 lt14x027, UWO,3xTG, t, F,4,5CSRTT_Must_Initiate_Training_v1
 lt14x027, UWO,3xTG, t, F,4,5CSRTT_Must_Initiate_Training_v1
 lt14x027, UWO,3xTG, t, F,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt14x027, UWO,3xTG, t, F,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt14x027, UWO,3xTG, t, F,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt14x027, UWO,3xTG, t, F,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt14x027, UWO,3xTG, t, F,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt14x027, UWO,3xTG, t, F,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt14x027, UWO,3xTG, t, F,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt14x027, UWO,3xTG, t, F,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt14x028, UWO,3xTG, t,F,4,5CSRTT_Habituation_1_
 lt14x028, UWO,3xTG, t,F,4,5CSRTT_Habituation_2_
 lt14x028, UWO,3xTG, t,F,4,5CSRTT_Habituation_2_
 lt14x028, UWO,3xTG, t,F,4,5CSRTT_Habituation_2_
 lt14x028, UWO,3xTG, t,F,4, 5CSRTT_Initial_Touch_Training_v3
 lt14x028, UWO,3xTG, t,F,4, 5CSRTT_Initial_Touch_Training_v3
 lt14x028, UWO,3xTG, t,F,4, 5CSRTT_Initial_Touch_Training_v3
 lt14x028, UWO,3xTG, t, F,4, 5CSRTT_Initial_Touch_Training_v3
 lt14x028, UWO,3xTG, t, F,4, 5CSRTT_Must_Touch_Training_v2
 lt14x028, UWO,3xTG, t, F,4, 5CSRTT_Must_Touch_Training_v2
 lt14x028, UWO,3xTG, t, F,4, 5CSRTT_Must_Touch_Training_v2
 lt14x028, UWO,3xTG, t, F,4, 5CSRTT_Must_Touch_Training_v2
 lt14x028, UWO,3xTG, t, F,4, 5CSRTT_Must_Touch_Training_v2
 lt14x028, UWO,3xTG, t, F,4, 5CSRTT_Must_Touch_Training_v2
 lt14x028, UWO,3xTG, t, F,4, 5CSRTT_Must_Touch_Training_v2
 lt14x028, UWO,3xTG, t, F,4,5CSRTT_Must_Initiate_Training_v1
 lt14x028, UWO,3xTG, t, F,4,5CSRTT_Must_Initiate_Training_v1
 lt14x028, UWO,3xTG, t, F,4,5CSRTT_Must_Initiate_Training_v1
 lt14x028, UWO,3xTG, t, F,4,5CSRTT_Must_Initiate_Training_v1
 lt14x028, UWO,3xTG, t, F,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt14x028, UWO,3xTG, t, F,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt171a233, UWO,APPPS1, t, M,4,5CSRTT_Habituation_1_
 lt171a233, UWO,APPPS1, t, M,4,5CSRTT_Habituation_1_
 lt171a233, UWO,APPPS1, t, M,4,5CSRTT_Habituation_2_
 lt171a233, UWO,APPPS1, t, M,4,5CSRTT_Habituation_2_
 lt172a234, UWO,APPPS1, t, M,4,5CSRTT_Habituation_1_
 lt172a234, UWO,APPPS1, t, M,4,5CSRTT_Habituation_1_
 lt172a234, UWO,APPPS1, t, M,4,5CSRTT_Habituation_2_
 lt172a234, UWO,APPPS1, t, M,4,5CSRTT_Habituation_2_
 lt172a234, UWO,APPPS1, t, M,4,5CSRTT_Habituation_2_
 lt172a234, UWO,APPPS1, t, M,4, 5CSRTT_Initial_Touch_Training_v3
 lt172a234, UWO,APPPS1, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt172a234, UWO,APPPS1, t, M,4,5CSRTT_Must_Initiate_Training_v1
 lt172a234, UWO,APPPS1, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt172a234, UWO,APPPS1, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt172a234, UWO,APPPS1, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt172a234, UWO,APPPS1, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt175a237, UWO,APPPS1, t, M,4,5CSRTT_Habituation_1_
 lt175a237, UWO,APPPS1, t, M,4,5CSRTT_Habituation_1_
 lt175a237, UWO,APPPS1, t, M,4,5CSRTT_Habituation_2_
 lt175a237, UWO,APPPS1, t, M,4,5CSRTT_Habituation_2_
 lt175a237, UWO,APPPS1, t, M,4,5CSRTT_Habituation_2_
 lt175a237, UWO,APPPS1, t, M,4, 5CSRTT_Initial_Touch_Training_v3
 lt175a237, UWO,APPPS1, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt175a237, UWO,APPPS1, t, M,4,5CSRTT_Must_Initiate_Training_v1
 lt175a237, UWO,APPPS1, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt175a237, UWO,APPPS1, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt175a237, UWO,APPPS1, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt176a238, UWO,APPPS1, t, M,4,5CSRTT_Habituation_1_
 lt176a238, UWO,APPPS1, t, M,4,5CSRTT_Habituation_1_
 lt176a238, UWO,APPPS1, t, M,4,5CSRTT_Habituation_2_
 lt176a238, UWO,APPPS1, t, M,4,5CSRTT_Habituation_2_
 lt176a238, UWO,APPPS1, t, M,4,5CSRTT_Habituation_2_
 lt176a238, UWO,APPPS1, t, M,4, 5CSRTT_Initial_Touch_Training_v3
 lt176a238, UWO,APPPS1, t, M,4, 5CSRTT_Must_Touch_Training_v2
 lt176a238, UWO,APPPS1, t, M,4,5CSRTT_Must_Initiate_Training_v1
 lt176a238, UWO,APPPS1, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt176a238, UWO,APPPS1, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt176a238, UWO,APPPS1, t, M,4, 5CSRTT_Punish_Incorrect_Training_v3
 lt179a241, UWO,APPPS1, t, M,4,5CSRTT_Habituation_1_
